Latitude,Longitude,Region,Subregion,Error
-5.91408146,39.22479718,Kaskazini Unguja,Kaskazini B,0
-6.81996743,39.23865151,Dar es Salaam,Kinondoni,0
-4.6387696,38.19661633,Tanga,Lushoto,0
-8.57262323,33.45563297,Mbeya,Chunya,0
-5.07987272,39.12395035,Tanga,Tanga,0
-10.67460159,35.64129712,Ruvuma,Songea,0
-5.24611055,39.78151614,Kusini Pemba,Chake Chake,0
-7.57039497,36.10764852,Iringa,Kilolo,0
-5.25011824,32.3448038,Tabora,Urambo,0
-5.69412365,34.49558605,Singida,Manyoni,0
-10.73098723,39.78887445,Mtwara,Mtwara,0
-5.06551407,34.89725119,Singida,Ikungi,0
-4.56786089,33.03934907,Tabora,Nzega,0
-4.05539861,33.07356035,Tabora,Nzega,0
-7.06031885,39.01043404,Pwani,Kisarawe,0
-2.96127921,34.15457644,Simiyu,Itilima,0
-4.76678279,34.5922726,Singida,Ikungi,0
-4.57649154,30.09326939,Kigoma,Kasulu,0
-1.32733108,31.82239051,Kagera,Bukoba,0
-8.9665846,32.9009073,Songwe,Mbozi,0
-2.63461213,31.31131942,Kagera,Biharamulo,0
-8.34995276,31.83311875,Rukwa,Sumbawanga,0
-1.23646007,30.94953047,Kagera,Kyerwa,0
-4.54529626,31.96515827,Tabora,Kaliua,0
-4.72702121,38.36267339,Tanga,Lushoto,0
-10.27491589,40.17447433,Mtwara,Mtwara,0
-3.00550485,31.92513101,Geita,Geita,0
-9.35916082,34.76342884,Njombe,Njombe,0
-1.84989619,31.53721101,Kagera,Muleba,0
-3.15768859,32.37374073,Geita,Geita,0
-3.62698562,32.93977053,Shinyanga,Shinyanga,0
-5.01678352,38.70921377,Tanga,Muhenza,0
-6.59181932,38.55051898,Pwani,Bagamoyo,0
-3.34884474,37.46032663,Kilimanjaro,Moshi,0
-5.18153755,39.09101864,Tanga,Tanga,0
-9.43400964,33.94879846,Mbeya,Kyela,0
-4.98370979,39.8345455,Kaskazini Pemba,Michweni,0
-4.8309237,32.88196355,Tabora,Uyui,0
-7.85449105,31.17818427,Rukwa,Nkasi,0
-2.50594185,32.01097446,Geita,Geita,0
-6.76923203,39.26271735,Dar es Salaam,Kinondoni,0
-7.78394636,35.71232517,Iringa,Iringa,0
-3.74107457,37.66209321,Kilimanjaro,Mwanga,0
-3.69385657,37.42696343,Kilimanjaro,Mwanga,0
-4.69818641,38.11746414,Tanga,Korogwe,0
-8.37381543,31.71900172,Rukwa,Kalambo,0
-10.41493853,38.80861575,Lindi,Nachingwea,0
-2.41687505,32.93454726,Mwanza,Ilemela,0
-1.56759663,30.88430404,Kagera,Kyerwa,0
-8.97276973,33.95745361,Njombe,Makete,0
-7.95008168,36.85676662,Morogoro,Kilombero,0
-4.61927119,35.7665618,Dodoma,Kondoa,0
-8.46723065,32.15864212,Rukwa,Sumbawanga,0
-6.94864225,39.23157804,Dar es Salaam,Temeke,0
-8.5713527,33.45150283,Mbeya,Chunya,0
-7.67917306,31.55862012,Rukwa,Sumbawanga,0
-9.2993775,34.41981096,Njombe,Wanging'Ombe,0
-3.37243937,36.66534211,Arusha,Arusha,0
-5.22163596,35.17753527,Dodoma,Chemba,0
-4.56269376,35.67985409,Dodoma,Kondoa,0
-10.7351655,38.80644381,Mtwara,Masasi,0
-4.90608241,34.673356,Singida,Singida,0
-8.63383563,33.15021983,Songwe,Songwe,0
-2.66895778,32.98443336,Mwanza,Misungwi,0
-7.37438373,30.62860664,Rukwa,Nkasi,0
-8.82742296,36.25640298,Morogoro,Ulanga,0
-8.89732425,31.70063396,Rukwa,Kalambo,0
-8.83285967,33.40918633,Mbeya,Mbeya,0
-7.59471502,31.26967566,Rukwa,Nkasi,0
-7.19037773,31.04651561,Rukwa,Nkasi,0
-7.20481608,38.78072219,Pwani,Kisarawe,0
-5.18110841,38.7913137,Tanga,Muhenza,0
-4.06150423,35.28433591,Manyara,Mbulu,0
-1.59300275,31.14136238,Kagera,Karagwe,0
-10.19542778,38.56352983,Lindi,Nachingwea,0
-7.68371939,31.55703905,Rukwa,Sumbawanga,0
-2.39263581,33.10305213,Mwanza,Magu,0
-8.54125165,31.90563264,Rukwa,Sumbawanga,0
-8.9288871,33.97587202,Njombe,Makete,0
-10.30875185,40.15059176,Mtwara,Mtwara,0
-10.66790987,35.54083693,Ruvuma,Songea,0
-8.89644912,31.69115148,Rukwa,Kalambo,0
-7.78405763,35.67833585,Iringa,Iringa,0
-8.38671381,33.23056929,Songwe,Songwe,0
-10.70870822,35.80302914,Ruvuma,Songea,0
-7.46985621,36.12727223,Iringa,Kilolo,0
-2.94293039,36.23499722,Arusha,Longido,0
-6.17009043,39.20049557,Mjini Magharibi,Mjini,0
-4.30112657,33.89113176,Tabora,Igunga,0
-2.52570126,32.90273695,Mwanza,Nyamangana,0
-8.9060495,33.40983477,Mbeya,Mbeya,0
-3.34185703,37.57982725,Kilimanjaro,Moshi,0
-5.97487624,29.85584974,Kigoma,Uvinza,0
-5.86117459,35.69591557,Dodoma,Bahi,0
-2.96031737,34.15183353,Simiyu,Itilima,0
-10.17018381,39.85979265,Lindi,Lindi,0
-2.46595544,32.38331909,Mwanza,Sengerema,0
-5.34572018,36.43231872,Manyara,Kiteto,0
-9.02892742,32.46772513,Songwe,Momba,0
-3.7517141,33.13153238,Shinyanga,Shinyanga,0
-1.48655673,31.60585466,Kagera,Bukoba,0
-8.04824496,35.4686857,Iringa,Iringa,0
-9.95376674,37.90306619,Lindi,Liwale,0
-6.72040864,38.73745256,Pwani,Kibaha,0
-8.84778808,32.28054012,Songwe,Momba,0
-8.95197496,32.56632759,Songwe,Momba,0
-9.65692864,33.90285502,Mbeya,Kyela,0
-10.69710331,39.3986844,Mtwara,Newala,0
-4.0003351,34.53818953,Singida,Mkalama,0
-7.95780912,31.61698261,Rukwa,Sumbawanga,0
-3.37278142,37.33940838,Kilimanjaro,Moshi,0
-10.24424389,38.25243351,Lindi,Liwale,0
-6.33450644,31.06533548,Katavi,Mpanda,0
-6.78407392,39.2386476,Dar es Salaam,Kinondoni,0
-2.98580278,34.19061823,Simiyu,Itilima,0
-5.99995155,37.75638984,Morogoro,Mvomero,0
-5.1299747,39.10517686,Tanga,Tanga,0
-2.40332225,31.70888167,Geita,Chato,0
-7.28868319,36.06077857,Iringa,Iringa,0
-3.46683901,31.89647109,Geita,Bukombe,0
-2.10804078,33.07603825,Mwanza,Ukerewe,0
-8.86931612,34.95599437,Njombe,Makambako,0
-10.20262632,38.61944452,Lindi,Nachingwea,0
-6.37157554,39.46125379,Kusini Unguja,Kusini,0
-2.31703411,32.68415471,Mwanza,Ukerewe,0
-9.15354077,33.48372675,Mbeya,Rungwe,0
-8.8391133,34.80281372,Njombe,Makambako,0
-7.84033808,35.63978662,Iringa,Iringa,0
-9.29345589,32.7607802,Songwe,Tunduma,0
-9.4039531,39.59907492,Lindi,Kilwa,0
-4.18413573,35.01767587,Manyara,Mbulu,0
-5.81164565,35.09782421,Singida,Manyoni,0
-6.078546667,36.64696833,Dodoma,Kongwa,0
-10.69726831,39.12994273,Mtwara,Newala,0
-5.93499408,37.27522373,Tanga,Kilindi,0
-4.50617204,35.60979004,Manyara,Hanang,0
-3.36419601,36.71713351,Arusha,Arusha,0
-9.47892487,34.64912616,Njombe,Njombe,0
-8.06912826,36.01167677,Iringa,Kilolo,0
-8.10383096,35.90286097,Iringa,Kilolo,0
-6.21116527,39.21831061,Mjini Magharibi,Magharibi,0
-6.92325745,37.77168887,Morogoro,Morogoro,0
-10.4496792,39.41344471,Mtwara,Tandahimba,0
-5.19217026,38.76407632,Tanga,Muhenza,0
-5.68341484,38.41628632,Tanga,Handeni,0
-3.27182381,32.79087039,Shinyanga,Shinyanga,0
-5.55180469,37.33968845,Tanga,Kilindi,0
-10.36983032,39.2221,Mtwara,Masasi,0
-6.17541689,37.60561207,Morogoro,Mvomero,0
-4.46081814,35.68923181,Manyara,Babati,0
-5.12942178,39.10539838,Tanga,Tanga,0
-6.17312596,39.21257725,Mjini Magharibi,Mjini,0
-10.6740279,35.64082844,Ruvuma,Songea,0
-2.97386842,34.27526512,Simiyu,Itilima,0
-8.01764493,31.60198151,Rukwa,Sumbawanga,0
-9.33422195,34.76595944,Njombe,Njombe,0
-5.05649198,39.72669476,Kaskazini Pemba,Wete,0
-6.18511854,39.20901367,Mjini Magharibi,Mjini,0
-5.50986057,32.51041297,Tabora,Sikonge,0
-9.20348419,34.92671371,Njombe,Njombe,0
-6.32594546,39.55003945,Kusini Unguja,Kusini,0
-9.0290584,32.46760808,Songwe,Momba,0
-6.1393078,37.5905009,Morogoro,Mvomero,0
-6.8165497,39.08610262,Dar es Salaam,Kinondoni,0
-10.99577437,39.43098503,Mtwara,Newala,0
-2.68254098,30.57807645,Kagera,Ngara,0
-5.76287057,38.70007079,Tanga,Pangani,0
-8.84107175,34.81130512,Njombe,Makambako,0
-6.359967,37.13744837,Morogoro,Kilosa,0
-8.04482965,35.46936763,Iringa,Iringa,0
-3.46820071,35.97525718,Arusha,Monduli,0
-9.57214777,33.72437986,Mbeya,Kyela,0
-10.59697171,35.6119839,Ruvuma,Songea,0
-3.97364367,32.64435514,Shinyanga,Kahama,0
-11.40235124,36.43151357,Ruvuma,Namtumbo,0
-7.28823646,36.06019062,Iringa,Iringa,0
-3.53582424,32.41703987,Shinyanga,Kahama,0
-3.09978278,32.72349838,Geita,Nyang'Hwale,0
-5.24607229,39.78143779,Kusini Pemba,Chake Chake,0
-7.30766548,30.63628363,Rukwa,Nkasi,0
-8.89869289,32.95794339,Songwe,Mbozi,0
-9.95500474,39.33088467,Lindi,Lindi,0
-2.57204029,33.27118638,Mwanza,Magu,0
-2.77323132,33.79479412,Simiyu,Bariadi,0
-2.82283755,33.58098412,Simiyu,Maswa,0
-1.57527584,30.88822242,Kagera,Kyerwa,0
-9.01147545,33.00564501,Songwe,Mbozi,0
-5.9495341,39.26010824,Kaskazini Unguja,Kaskazini B,0
-5.05287386,33.49008337,Tabora,Uyui,0
-4.46795867,35.69355082,Manyara,Babati,0
-10.21052153,38.61674096,Lindi,Nachingwea,0
-6.87513698,39.26391746,Dar es Salaam,Temeke,0
-1.4491544,34.58911284,Mara,Tarime,0
-6.81551989,39.27301875,Dar es Salaam,Ilala,0
-3.42422049,36.69782033,Arusha,Arusha,0
-4.4329829,30.02791736,Kigoma,Buhigwe,0
-6.16452276,39.22429477,Mjini Magharibi,Mjini,0
-3.21906774,32.69330779,Geita,Nyang'Hwale,0
-9.20325106,34.92677335,Njombe,Njombe,0
-9.36171113,34.76703688,Njombe,Njombe,0
-4.29153347,35.85871893,Manyara,Babati,0
-4.61926187,35.76657865,Dodoma,Kondoa,0
-8.56097951,35.33662325,Iringa,Mufindi,0
-2.55935296,32.92419231,Mwanza,Nyamangana,0
-8.95186677,32.56622573,Songwe,Momba,0
-6.17329862,39.22520727,Mjini Magharibi,Mjini,0
-2.56574721,32.95624213,Mwanza,Nyamangana,0
-5.28269593,35.08732409,Singida,Ikungi,0
-6.87864321,39.22713121,Dar es Salaam,Ilala,0
-4.89551728,38.57539965,Tanga,Korogwe,0
-6.09308532,39.42207058,Kusini Unguja,Kati,0
-3.25357665,33.44016661,Simiyu,Maswa,0
-9.16336789,33.53899384,Mbeya,Rungwe,0
-1.98090156,32.92060643,Mwanza,Ukerewe,0
-3.31291068,36.70915256,Arusha,Arusha,0
-7.90920137,39.67030057,Pwani,Mafia,0
-10.36818449,38.76065937,Lindi,Nachingwea,0
-2.87941318,32.23327204,Geita,Geita,0
-7.37563045,38.97997648,Pwani,Mkuranga,0
-10.24815543,38.69540035,Lindi,Nachingwea,0
-8.90557657,33.45583851,Mbeya,Mbeya,0
-2.63287942,32.95087379,Mwanza,Nyamangana,0
-6.81367359,37.68465443,Morogoro,Morogoro,0
-10.79156557,39.59222732,Mtwara,Tandahimba,0
-3.35377386,36.48595173,Arusha,Arusha,0
-8.0504446,31.5032871,Rukwa,Sumbawanga,0
-10.47313619,36.13489002,Ruvuma,Namtumbo,0
-8.22553831,35.46707974,Iringa,Iringa,0
-7.76969134,36.91430752,Morogoro,Kilombero,0
-2.39275809,33.10167596,Mwanza,Magu,0
-5.24612317,39.78151898,Kusini Pemba,Chake Chake,0
-8.53940936,32.94400074,Songwe,Songwe,0
-2.69459266,33.48874632,Mwanza,Magu,0
-2.94289145,36.23474588,Arusha,Longido,0
-3.00965615,33.08348904,Mwanza,Misungwi,0
-3.52783224,33.12157189,Shinyanga,Shinyanga,0
-6.96846547,39.51294692,Dar es Salaam,Temeke,0
-4.58961643,34.66804545,Singida,Singida,0
-5.01153163,32.80188233,Tabora,Tabora,0
-5.07275809,32.09730145,Tabora,Urambo,0
-8.30290093,32.32685367,Rukwa,Sumbawanga,0
-8.97646537,36.76027403,Morogoro,Ulanga,0
-3.07691717,32.08711711,Geita,Geita,0
-3.44500944,33.95194061,Simiyu,Maswa,0
-10.55925784,36.23378557,Ruvuma,Namtumbo,0
-2.87896537,37.36661302,Kilimanjaro,Rombo,0
-1.32888644,31.80856426,Kagera,Bukoba,0
-8.76721141,31.8416357,Rukwa,Kalambo,0
-6.3010388,33.84650459,Tabora,Sikonge,0
-6.17189473,39.22309186,Mjini Magharibi,Mjini,0
-4.98414272,39.83411845,Kaskazini Pemba,Michweni,0
-7.05969829,39.01450218,Pwani,Kisarawe,0
-5.26037645,39.78321049,Kusini Pemba,Chake Chake,0
-7.79767724,35.77548623,Iringa,Iringa,0
-2.47859988,32.90911964,Mwanza,Ilemela,0
-3.33826055,35.66990749,Arusha,Karatu,0
-8.28870854,35.30654515,Iringa,Mafinga,0
-3.55797281,33.89168786,Shinyanga,Kishapu,0
-3.35424205,36.71254975,Arusha,Arusha,0
-3.01522998,33.049725,Mwanza,Misungwi,0
-2.28688002,32.26851377,Mwanza,Sengerema,0
-3.7875012,30.49837448,Kigoma,Kibondo,0
-6.81186716,39.24493415,Dar es Salaam,Kinondoni,0
-7.31666172,35.51626111,Iringa,Iringa,0
-4.43547901,30.02722281,Kigoma,Buhigwe,0
-8.83369246,33.46276793,Mbeya,Mbeya,0
-2.49766093,33.55074572,Mwanza,Magu,0
-4.06959147,37.98811083,Kilimanjaro,Same,0
-4.67719568,38.46867853,Tanga,Lushoto,0
-10.89378251,38.9876266,Mtwara,Masasi,0
-2.52898017,32.94424776,Mwanza,Ilemela,0
-2.96717622,33.92347824,Simiyu,Itilima,0
-6.08675187,39.22216727,Mjini Magharibi,Magharibi,0
-6.73472744,38.8481929,Pwani,Kibaha,0
-2.40277856,32.32895559,Mwanza,Sengerema,0
-8.58675754,35.2083387,Iringa,Mufindi,0
-2.40387384,32.32961636,Mwanza,Sengerema,0
-3.19814742,34.41409877,Simiyu,Meatu,0
-8.4881862,32.28651562,Rukwa,Sumbawanga,0
-1.32205241,31.81802495,Kagera,Bukoba,0
-3.56283042,33.40354881,Shinyanga,Shinyanga,0
-2.51841343,32.9127161,Mwanza,Nyamangana,0
-2.73981608,31.63401932,Geita,Chato,0
-9.66946244,39.10850071,Lindi,Kilwa,0
-6.87772921,38.56781328,Pwani,Kibaha,0
-3.80952667,32.21866084,Shinyanga,Kahama,0
-5.60238851,36.56497982,Manyara,Kiteto,0
-7.40811526,37.66752226,Morogoro,Morogoro,0
-6.838041667,39.24391667,Dar es Salaam,Ilala,0
-8.18558528,31.52589211,Rukwa,Kalambo,0
-10.71217309,39.44494126,Mtwara,Newala,0
-2.66904305,30.57824673,Kagera,Ngara,0
-10.7160034,39.99626815,Mtwara,Mtwara,0
-8.35181191,31.8307296,Rukwa,Sumbawanga,0
-2.5658693,32.95791914,Mwanza,Nyamangana,0
-10.48835441,39.02764207,Mtwara,Masasi,0
-8.57094579,33.4531818,Mbeya,Chunya,0
-7.26314707,31.41344033,Katavi,Mlele,0
-7.99990565,35.84816647,Iringa,Kilolo,0
-8.26468957,35.42786574,Iringa,Mufindi,0
-3.43340072,37.2908899,Kilimanjaro,Hai,0
-3.3878974,36.67041036,Arusha,Arusha,0
-10.47335722,36.13388797,Ruvuma,Namtumbo,0
-5.88437553,36.44599299,Dodoma,Kongwa,0
-7.95460874,31.60738183,Rukwa,Sumbawanga,0
-6.85074986,39.22417536,Dar es Salaam,Ilala,0
-6.17423393,37.60619723,Morogoro,Mvomero,0
-8.93739356,33.18295439,Songwe,Mbozi,0
-10.75801805,39.11745646,Mtwara,Masasi,0
-2.3344793,32.29807578,Mwanza,Sengerema,0
-6.17613679,39.24451991,Mjini Magharibi,Mjini,0
-8.48816579,32.28665072,Rukwa,Sumbawanga,0
-6.21814567,36.36038204,Dodoma,Mpwapwa,0
-3.22746331,31.87141614,Geita,Mbogwe,0
-6.88734118,38.56206644,Pwani,Kibaha,0
-6.73759966,36.09914643,Dodoma,Mpwapwa,0
-6.0886821,39.33096377,Kusini Unguja,Kati,0
-5.07766349,39.10407669,Tanga,Tanga,0
-3.95219595,35.44044609,Manyara,Mbulu,0
-2.63471448,33.97265571,Simiyu,Bariadi,0
-3.33613167,33.93134511,Simiyu,Maswa,0
-2.87702394,32.24733875,Geita,Geita,0
-6.15224646,36.01924531,Dodoma,Chamwino,0
-5.06574562,39.7802074,Kaskazini Pemba,Wete,0
-4.87427509,36.79136679,Manyara,Kiteto,0
-8.19133302,35.47614542,Iringa,Iringa,0
-3.28035657,31.66983925,Geita,Bukombe,0
-8.38676969,33.23057917,Songwe,Songwe,0
-5.0666316,34.90130352,Singida,Ikungi,0
-2.83089509,33.37219535,Mwanza,Kwimba,0
-4.82274483,39.08780974,Tanga,Mkinga,0
-10.93789014,39.2781351,Mtwara,Newala,0
-2.52417718,34.04332081,Simiyu,Bariadi,0
-8.55351608,36.00412659,Morogoro,Kilombero,0
-5.35134059,37.67672512,Tanga,Kilindi,0
-4.35921838,35.07499869,Manyara,Hanang,0
-3.39957933,36.68219738,Arusha,Arusha,0
-1.64270587,31.7027832,Kagera,Muleba,0
-9.33183835,33.33314842,Songwe,Ileje,0
-4.57811622,30.30242536,Kigoma,Kasulu,0
-6.26715706,30.96024253,Katavi,Mpanda,0
-4.30752958,35.6345793,Manyara,Babati,0
-7.78792114,31.6852073,Rukwa,Sumbawanga,0
-2.55820265,36.78155498,Arusha,Longido,0
-2.87721511,32.23144185,Geita,Geita,0
-3.04752502,35.52030775,Arusha,Ngorongoro,0
-5.22418716,35.17701206,Dodoma,Chemba,0
-4.54885512,35.79584425,Dodoma,Kondoa,0
-2.80167415,33.99190481,Simiyu,Bariadi,0
-3.3895103,36.75991765,Arusha,Arusha,0
-3.43222803,37.41055387,Kilimanjaro,Moshi,0
-2.56079639,32.91549893,Mwanza,Nyamangana,0
-3.44815601,37.42690175,Kilimanjaro,Moshi,0
-6.80191739,39.04775076,Pwani,Kisarawe,0
-3.10993037,32.72935559,Geita,Nyang'Hwale,0
-10.36982592,38.75943076,Lindi,Nachingwea,0
-7.05342511,39.01477276,Pwani,Kisarawe,0
-3.52558533,35.34921082,Arusha,Karatu,0
-4.29063797,35.85646424,Manyara,Babati,0
-2.64132928,32.78404609,Mwanza,Sengerema,0
-2.54713831,32.96618675,Mwanza,Nyamangana,0
-4.07889144,37.13684101,Manyara,Simanjiro,0
-3.63830239,33.39739907,Shinyanga,Shinyanga,0
-2.647199,33.97181505,Simiyu,Bariadi,0
-3.14763635,33.65548414,Simiyu,Maswa,0
-3.35201608,37.3488028,Kilimanjaro,Moshi,0
-6.30129672,35.88027197,Dodoma,Chamwino,0
-5.81125441,35.09818112,Singida,Manyoni,0
-6.41454573,35.10296309,Singida,Manyoni,0
-3.90261922,35.81340517,Manyara,Babati,0
-7.04755471,39.02581343,Pwani,Kisarawe,0
-4.29666967,35.86230717,Manyara,Babati,0
-8.90470101,34.66907336,Njombe,Wanging'Ombe,0
-5.34544121,36.43259756,Manyara,Kiteto,0
-8.90289646,33.40784703,Mbeya,Mbeya,0
-9.23996984,33.33902144,Mbeya,Mbeya,0
-10.61076499,35.60726619,Ruvuma,Songea,0
-7.78435651,35.69291397,Iringa,Iringa,0
-6.20938587,39.21796775,Mjini Magharibi,Mjini,0
-5.95544612,39.25849454,Kaskazini Unguja,Kaskazini B,0
-11.07778699,38.27379426,Mtwara,Nanyumbu,0
-8.60819048,31.28994703,Rukwa,Kalambo,0
-3.21682353,36.86494452,Arusha,Meru,0
-3.90639141,35.81411147,Manyara,Babati,0
-3.35663944,37.46479603,Kilimanjaro,Moshi,0
-8.55083278,36.00818134,Morogoro,Kilombero,0
-3.80955825,33.30100175,Shinyanga,Shinyanga,0
-6.74317759,32.48335198,Katavi,Mlele,0
-1.46195193,31.68743173,Kagera,Bukoba,0
-6.73519547,38.84810184,Pwani,Kibaha,0
-8.49669908,35.59021001,Iringa,Mufindi,0
-5.97454697,29.85718758,Kigoma,Uvinza,0
-8.52196825,32.03545194,Rukwa,Sumbawanga,0
-9.01243702,33.06818611,Songwe,Mbozi,0
-6.75877866,38.98306252,Pwani,Kibaha,0
-4.50947016,34.17430807,Singida,Iramba,0
-10.97990341,35.6082392,Ruvuma,Songea,0
-11.46498046,36.97711268,Ruvuma,Tunduru,0
-3.63680872,33.39728394,Shinyanga,Shinyanga,0
-6.16296515,39.19116405,Mjini Magharibi,Mjini,0
-2.53355974,32.93160488,Mwanza,Nyamangana,0
-3.39929877,36.68460511,Arusha,Arusha,0
-5.08527464,30.56422952,Kigoma,Uvinza,0
-3.10954838,31.09846566,Kagera,Biharamulo,0
-8.8406343,34.67711778,Njombe,Wanging'Ombe,0
-4.90566516,35.78052857,Dodoma,Kondoa,0
-8.20108078,36.69562743,Morogoro,Ulanga,0
-1.94175956,32.86154415,Mwanza,Ukerewe,0
-3.11010746,33.6344687,Simiyu,Maswa,0
-7.77652939,31.1016933,Rukwa,Nkasi,0
-4.55247459,34.84484101,Singida,Singida,0
-3.02490161,33.26815836,Mwanza,Kwimba,0
-10.79203811,39.59280733,Mtwara,Tandahimba,0
-5.24628239,39.78146248,Kusini Pemba,Chake Chake,0
-4.41938574,34.75708689,Singida,Mkalama,0
-2.12292182,33.06129932,Mwanza,Ukerewe,0
-5.92767689,39.222412,Kaskazini Unguja,Kaskazini B,0
-9.27791078,33.36712047,Mbeya,Mbeya,0
-4.07162513,35.26445663,Manyara,Mbulu,0
-4.48527636,35.06339332,Manyara,Hanang,0
-6.3228311,31.08510365,Katavi,Mpanda,0
-6.78489024,39.15758897,Dar es Salaam,Kinondoni,0
-2.6501351,33.97013175,Simiyu,Bariadi,0
-3.55837605,33.89252999,Shinyanga,Kishapu,0
-4.82994138,34.75602817,Singida,Singida,0
-11.09859129,39.30819959,Mtwara,Masasi,0
-3.36864306,36.7358037,Arusha,Arusha,0
-3.36708821,37.31829697,Kilimanjaro,Moshi,0
-2.87786531,32.24713298,Geita,Geita,0
-4.09601809,32.40535895,Shinyanga,Kahama,0
-3.10066288,32.72063527,Geita,Nyang'Hwale,0
-9.36266463,34.79414138,Njombe,Njombe,0
-8.3775432,31.9778476,Rukwa,Sumbawanga,0
-2.02321484,33.4652601,Mara,Bunda,0
-1.40578371,33.70519716,Mwanza,Ukerewe,0
-1.24031658,34.36175516,Mara,Tarime,0
-10.19665318,38.56693731,Lindi,Nachingwea,0
-5.24592151,39.7814409,Kusini Pemba,Chake Chake,0
-10.4987436,39.02669983,Mtwara,Masasi,0
-1.20880009,31.40766746,Kagera,Missenyi,0
-5.88812434,36.44819071,Dodoma,Kongwa,0
-4.86575808,30.33747968,Kigoma,Kasulu,0
-4.83977298,38.41903621,Tanga,Lushoto,0
-8.76838345,31.94963397,Rukwa,Kalambo,0
-2.3863835,33.09933123,Mwanza,Magu,0
-6.19499287,39.2266067,Mjini Magharibi,Mjini,0
-3.37139258,36.67978606,Arusha,Arusha,0
-1.37503255,34.43341782,Mara,Tarime,0
-6.93109659,39.26485789,Dar es Salaam,Temeke,0
-2.48840931,32.98787266,Mwanza,Ilemela,0
-3.61897844,33.81443296,Shinyanga,Kishapu,0
-6.17356724,39.21313041,Mjini Magharibi,Mjini,0
-6.55806086,38.51010255,Pwani,Bagamoyo,0
-1.83981594,31.65849086,Kagera,Muleba,0
-4.07328831,37.99171758,Kilimanjaro,Same,0
-3.24936851,37.00527233,Kilimanjaro,Siha,0
-7.72359556,35.72460725,Iringa,Iringa,0
-3.31057387,36.7109928,Arusha,Arusha,0
-6.29940664,33.84635452,Tabora,Sikonge,0
-5.33682068,39.73056439,Kusini Pemba,Mkoani,0
-3.30065951,34.2112946,Simiyu,Meatu,0
-3.25525952,37.00938344,Arusha,Meru,0
-11.00824545,35.63387595,Ruvuma,Songea,0
-8.55096666,32.55036845,Songwe,Momba,0
-2.48752538,32.90246562,Mwanza,Ilemela,0
-5.07679434,39.10400608,Tanga,Tanga,0
-6.92571476,39.26128931,Dar es Salaam,Temeke,0
-8.55425253,34.44396109,Mbeya,Mbarali,0
-7.83068066,33.35191777,Mbeya,Chunya,0
-7.14879396,31.20221427,Katavi,Mlele,0
-8.19161075,31.84840226,Rukwa,Sumbawanga,0
-7.40458161,37.66183007,Morogoro,Morogoro,0
-10.55145005,39.79091466,Mtwara,Mtwara,0
-3.39592851,37.54832001,Kilimanjaro,Moshi,0
-5.31065864,36.55865672,Manyara,Kiteto,0
-8.01656204,31.60310409,Rukwa,Sumbawanga,0
-3.81362757,32.21364267,Shinyanga,Kahama,0
-9.3367279,34.7660349,Njombe,Njombe,0
-3.64538117,34.30278951,Simiyu,Meatu,0
-4.88898332,29.74064178,Kigoma,Uvinza,0
-10.6973395,39.39320891,Mtwara,Newala,0
-5.05668737,39.72649353,Kaskazini Pemba,Wete,0
-8.77794874,34.6436567,Njombe,Wanging'Ombe,0
-9.95267421,39.3278335,Lindi,Lindi,0
-8.69609397,34.37406803,Mbeya,Mbarali,0
-4.84349615,29.97206061,Kigoma,Kasulu,0
-5.08524838,30.56630549,Kigoma,Uvinza,0
-3.371019,36.66514703,Arusha,Arusha,0
-5.4425568,38.03732226,Tanga,Handeni,0
-1.38362239,34.6195841,Mara,Tarime,0
-7.79409851,35.78601466,Iringa,Iringa,0
-7.8667492,31.443349,Rukwa,Nkasi,0
-3.21461144,31.78977843,Geita,Chato,0
-3.16331264,35.98023686,Arusha,Monduli,0
-4.37364345,35.07298183,Manyara,Hanang,0
-8.2011899,35.99779655,Iringa,Kilolo,0
-2.62811949,32.94880366,Mwanza,Nyamangana,0
-3.15257786,33.66195214,Simiyu,Maswa,0
-7.48072998,36.47941805,Iringa,Kilolo,0
-8.3777153,31.97616998,Rukwa,Sumbawanga,0
-6.12629928,39.21921637,Mjini Magharibi,Mjini,0
-7.94914934,35.78576812,Iringa,Kilolo,0
-7.9791682,31.63668172,Rukwa,Sumbawanga,0
-2.87564763,32.2467933,Geita,Geita,0
-8.28876298,35.30634357,Iringa,Mafinga,0
-5.17310517,38.42293398,Tanga,Korogwe,0
-2.8596552,33.2832481,Mwanza,Misungwi,0
-10.56073435,39.17437209,Mtwara,Newala,0
-6.79419439,39.23190766,Dar es Salaam,Kinondoni,0
-4.55236309,34.84422053,Singida,Singida,0
-1.65027021,31.70678485,Kagera,Muleba,0
-2.60259882,33.42144989,Mwanza,Magu,0
-8.35539143,31.83586901,Rukwa,Sumbawanga,0
-3.3588975,36.66105838,Arusha,Arusha,0
-5.31109165,36.55736837,Manyara,Kiteto,0
-4.87776781,31.58190005,Tabora,Kaliua,0
-1.75130931,31.61494174,Kagera,Muleba,0
-10.40641478,39.16533731,Mtwara,Masasi,0
-6.14181394,39.24162468,Mjini Magharibi,Mjini,0
-6.13102389,39.30298799,Kusini Unguja,Kati,0
-5.05634782,39.7262953,Kaskazini Pemba,Wete,0
-10.19675021,38.56411476,Lindi,Nachingwea,0
-3.37151275,36.67952618,Arusha,Arusha,0
