counter,Latitude,Longitude,District,Errors
3622,-4.57631341,30.09333443,Kasulu Township Authority,0
3623,-7.9583964,31.6149389,Sumbawanga Urban,0
3624,-10.28015413,40.19113522,Mtwara Urban,0
3625,-9.90329728,39.12255664,Ruangwa,0
3626,-4.78062406,32.45155077,Kaliua,0
3627,-5.6913928,36.63304995,Kiteto,0
3628,-5.11447636,31.04438804,Uvinza,0
3629,-2.04069525,35.4561673,Ngorongoro,0
3630,-9.22210482,33.64166162,Rungwe,0
3631,-4.88557208,29.64562441,Kigoma Municipal-Ujiji,0
3632,-1.64179465,31.43294556,Bukoba Rural,0
3633,-3.36782726,33.91552034,Maswa,0
3634,-5.36172791,39.65090412,Mkoani,0
3635,-5.16795731,34.62009305,Ikungi,0
3636,-2.85393593,33.27682345,Misungwi,0
3637,-3.46593746,35.70636184,Karatu,0
3638,-10.81937253,39.52717424,Tandahimba,0
3639,-9.44265531,33.55609173,Ileje,0
3640,-6.3609788,39.45364126,Kusini,0
3641,-9.90330824,39.12262802,Ruangwa,0
3642,-2.71107852,33.14382776,Misungwi,0
3643,-3.21681626,33.7016929,Maswa,0
3644,-6.92494365,37.76931875,Morogoro,0
3645,-1.75009382,31.61625157,Muleba,0
3646,-8.41278033,35.36477747,Mufindi,0
3647,-6.94813536,39.23154829,Temeke,0
3648,-1.40682674,33.70617234,Butiama,0
3649,-3.35682313,36.66077843,Arusha,0
3650,-6.85830514,39.23399872,Ilala,0
3651,-3.82882942,32.60395178,Kahama Township Authority,0
3652,-1.6471482,31.7100057,Muleba,0
3653,-4.86907323,29.64304472,Kigoma Municipal-Ujiji,0
3654,-10.22749236,40.22238547,Mtwara Rural,0
3655,-2.95938307,34.15255048,Itilima,0
3656,-7.8757593,30.7955674,Nkasi,0
3657,-5.01684173,32.81012112,Tabora Urban,0
3658,-6.5238634,37.21458704,Kilosa,0
3659,-4.35386217,35.08052378,Hanang,0
3660,-3.16382618,33.30378271,Kwimba,0
3661,-6.18475891,39.20883096,Mjini,0
3662,-6.13823638,37.58922172,Mvomero,0
3663,-1.30324994,33.9566327,Rorya,0
3664,-4.89617999,38.57519522,Korogwe,0
3665,-8.161361667,39.261055,Rufiji,0
3666,-7.9623502,31.6140003,Sumbawanga Urban,0
3667,-10.47270724,36.1405696,Namtumbo,0
3668,-8.56216181,35.33708614,Mufindi,0
3669,-6.87581661,39.23271525,Temeke,0
3670,-4.46069501,35.68923009,Babati,0
3671,-5.1143132,31.04614945,Uvinza,0
3672,-5.02949794,38.69547784,Muheza,0
3673,-7.69531186,35.61815564,Iringa Rural,0
3674,-7.90914617,39.67159005,Mafia,0
3675,-5.08526524,30.56449619,Uvinza,0
3676,-1.25432857,30.67910237,Kyerwa,0
3677,-6.94837433,39.23156604,Temeke,0
3678,-8.60527557,39.26030707,Kilwa,0
3679,-8.93755324,33.18868136,Mbozi,0
3680,-3.42138167,34.08313374,Maswa,0
3681,-2.52903174,32.94429176,Ilemela,0
3682,-7.6606211,35.45075439,Iringa Rural,0
3683,-9.43501394,33.94559056,Kyela,0
3684,-8.15226433,34.87022029,Mbarali,0
3685,-8.88318058,32.79992892,Mbozi,0
3686,-4.05515822,32.2420049,Kahama,0
3687,-6.16612323,39.20936974,Mjini,0
3688,-10.71605497,39.9963671,Mtwara Rural,0
3689,-7.48197375,35.97697648,Kilolo,0
3690,-5.96797321,39.28272458,Kaskazini B,0
3691,-8.97341476,33.95792932,Makete,0
3692,-6.64336404,38.35510544,Bagamoyo,0
3693,-9.00081465,32.81118285,Mbozi,0
3694,-11.13224936,38.60430668,Nanyumbu,0
3695,-8.89754725,33.45423842,Mbeya Urban,0
3696,-2.74515762,31.39292943,Biharamulo,0
3697,-8.8176468,33.85211439,Mbarali,0
3698,-4.57664234,30.0923691,Kasulu Township Authority,0
3699,-5.05375454,35.86465002,Chemba,0
3700,-3.97186355,32.64372285,Kahama Township Authority,0
3701,-7.95037461,31.60273217,Sumbawanga Urban,0
3702,-3.1969913,34.41378066,Meatu,0
3703,-10.51921339,38.67853363,Masasi,0
3704,-6.17672296,37.60765604,Mvomero,0
3705,-3.21697231,37.30597106,Moshi,0
3706,-4.54021,35.80181246,Kondoa,0
3707,-9.54927656,34.68820934,Njombe Urban,0
3708,-5.97785624,39.3103777,Kaskazini A,0
3709,-3.36684143,36.72912698,Arusha Urban,0
3710,-10.34640101,40.251259,Mtwara Rural,0
3711,-3.55836108,33.89238541,Kishapu,0
3712,-3.82094026,37.46121881,Simanjiro,0
3713,-10.94994886,39.27368085,Newala,0
3714,-6.88491708,39.15561654,Ilala,0
3715,-5.57975891,36.12782989,Chamwino,0
3716,-3.37030872,37.32049086,Moshi Municipal,0
3717,-6.41070717,35.10570628,Manyoni,0
3718,-2.77490827,32.70452229,Sengerema,0
3719,-3.7891571,30.49767545,Kibondo,0
3720,-3.2872212,37.37456432,Moshi,0
3721,-5.24620499,39.78141265,Chake Chake,0
3722,-5.17388759,38.42437077,Korogwe Township Authority,0
3723,-2.74688306,33.23082603,Kwimba,0
3724,-3.15124778,33.66937135,Maswa,0
3725,-4.30782004,34.22606086,Iramba,0
3726,-6.7854865,39.23882409,Kinondoni,0
3727,-2.55079344,32.98174603,Nyamagana,0
3728,-3.51767942,35.95558603,Monduli,0
3729,-7.12077281,39.20453351,Mkuranga,0
3730,-2.91291788,32.76583176,Sengerema,0
3731,-4.618003,35.76596984,Kondoa,0
3732,-2.91482654,32.16121078,Geita,0
3733,-9.33428016,34.76602042,Njombe Urban,0
3734,-6.92043804,37.77720778,Morogoro,0
3735,-2.48090543,32.20375984,Sengerema,0
3736,-11.02966228,39.25618346,Masasi,0
3737,-4.05489478,33.07259179,Nzega,0
3738,-5.0238694,34.77104045,Ikungi,0
3739,-10.93686691,39.23695298,Newala,0
3740,-3.4296856,37.40559743,Moshi,0
3741,-8.29964098,35.28428313,Mafinga Township Authority,0
3742,-8.56657523,32.12622084,Sumbawanga Rural,0
3743,-2.63695766,32.28051058,Geita,0
3744,-6.12425762,39.21944513,Magharibi,0
3745,-11.05004641,35.12980746,Mbinga,0
3746,-4.61324732,34.57818265,Mkalama,0
3747,-5.9791452,39.31044631,Kaskazini A,0
3748,-1.77060111,34.05891595,Butiama,0
3749,-2.9777742,34.27565659,Itilima,0
3750,-1.43373317,34.59276014,Tarime,0
3751,-4.86887863,29.64313181,Kigoma Municipal-Ujiji,0
3752,-7.91335391,39.67424136,Mafia,0
3753,-6.19120974,39.25547269,Magharibi,0
3754,-6.34582207,31.06959851,Mpanda Urban,0
3755,-8.63191549,33.14922707,Chunya,0
3756,-8.82073869,36.25197723,Ulanga,0
3757,-8.90205972,32.96476143,Mbozi,0
3758,-7.12809532,39.07974209,Mkuranga,0
3759,-7.88867456,35.06883597,Iringa Rural,0
3760,-8.29809569,35.30241301,Mafinga Township Authority,0
3761,-8.24313612,35.02447643,Mufindi,0
3762,-3.31159243,35.73719288,Karatu,0
3763,-2.91099726,32.16160084,Geita,0
3764,-8.13481802,31.95619233,Sumbawanga Rural,0
3765,-8.8854809,33.3023316,Mbeya Rural,0
3766,-5.23531911,39.78076041,Chake Chake,0
3767,-6.57231398,35.51868298,Chamwino,0
3768,-7.64718699,35.75609664,Iringa Rural,0
3769,-9.10855726,33.18391231,Mbozi,0
3770,-2.3167449,32.68347927,Sengerema,0
3771,-3.31354438,37.13329383,Hai,0
3772,-9.30155976,34.77651483,Njombe Urban,0
3773,-6.84460929,39.27897561,Temeke,0
3774,-5.9865323,38.22218576,Bagamoyo,0
3775,-3.21424727,33.70856202,Maswa,0
3776,-4.34946819,32.87886255,Nzega,0
3777,-10.85919444,39.78013843,Tandahimba,0
3778,-7.78099363,35.69347377,Iringa Urban,0
3779,-2.39395431,31.69989855,Chato,0
3780,-2.0287948,33.46932092,Bunda,0
3781,-9.02904145,32.46760096,Momba,0
3782,-7.70050156,31.28373247,Nkasi,0
3783,-5.17697407,34.62260183,Ikungi,0
3784,-10.95110666,39.0267843,Masasi,0
3785,-7.287917,36.06459087,Iringa Rural,0
3786,-5.91408146,39.22479718,Kaskazini B,0
3787,-6.81996743,39.23865151,Kinondoni,0
3788,-4.6387696,38.19661633,Lushoto,0
3789,-8.57262323,33.45563297,Chunya,0
3790,-5.07987272,39.12395035,Tanga,0
3791,-10.67460159,35.64129712,Songea Urban,0
3792,-5.24611055,39.78151614,Chake Chake,0
3793,-7.57039497,36.10764852,Kilolo,0
3794,-5.25011824,32.3448038,Urambo,0
3795,-5.69412365,34.49558605,Manyoni,0
3796,-10.73098723,39.78887445,Mtwara Rural,0
3797,-5.06551407,34.89725119,Ikungi,0
3798,-4.56786089,33.03934907,Nzega,0
3799,-4.05539861,33.07356035,Nzega,0
3800,-7.06031885,39.01043404,Kisarawe,0
3801,-2.96127921,34.15457644,Itilima,0
3802,-4.76678279,34.5922726,Ikungi,0
3803,-4.57649154,30.09326939,Kasulu Township Authority,0
3804,-1.32733108,31.82239051,Bukoba Urban,0
3805,-8.9665846,32.9009073,Mbozi,0
3806,-2.63461213,31.31131942,Biharamulo,0
3807,-8.34995276,31.83311875,Sumbawanga Rural,0
3808,-1.23646007,30.94953047,Kyerwa,0
3809,-4.54529626,31.96515827,Kaliua,0
3810,-4.72702121,38.36267339,Lushoto,0
3811,-10.27491589,40.17447433,Mtwara Urban,0
3812,-3.00550485,31.92513101,Geita,0
3813,-9.35916082,34.76342884,Njombe Urban,0
3814,-1.84989619,31.53721101,Muleba,0
3815,-3.15768859,32.37374073,Geita,0
3816,-3.62698562,32.93977053,Shinyanga Rural,0
3817,-5.01678352,38.70921377,Muheza,0
3818,-6.59181932,38.55051898,Bagamoyo,0
3819,-3.34884474,37.46032663,Moshi,0
3820,-5.18153755,39.09101864,Tanga,0
3821,-9.43400964,33.94879846,Kyela,0
3822,-4.98370979,39.8345455,Micheweni,0
3823,-4.8309237,32.88196355,Uyui,0
3824,-7.85449105,31.17818427,Nkasi,0
3825,-2.50594185,32.01097446,Geita,0
3826,-6.76923203,39.26271735,Kinondoni,0
3827,-7.78394636,35.71232517,Iringa Urban,0
3828,-3.74107457,37.66209321,Mwanga,0
3829,-3.69385657,37.42696343,Mwanga,0
3830,-4.69818641,38.11746414,Korogwe,0
3831,-8.37381543,31.71900172,Kalambo,0
3832,-10.41493853,38.80861575,Nachingwea,0
3833,-2.41687505,32.93454726,Ilemela,0
3834,-1.56759663,30.88430404,Kyerwa,0
3835,-8.97276973,33.95745361,Makete,0
3836,-7.95008168,36.85676662,Kilombero,0
3837,-4.61927119,35.7665618,Kondoa,0
3838,-8.46723065,32.15864212,Sumbawanga Rural,0
3839,-6.94864225,39.23157804,Temeke,0
3840,-8.5713527,33.45150283,Chunya,0
3841,-7.67917306,31.55862012,Sumbawanga Rural,0
3842,-9.2993775,34.41981096,Wanging'ombe,0
3843,-3.37243937,36.66534211,Arusha Urban,0
3844,-5.22163596,35.17753527,Chemba,0
3845,-4.56269376,35.67985409,Kondoa,0
3846,-10.7351655,38.80644381,Masasi Township Authority,0
3847,-4.90608241,34.673356,Singida Urban,0
3848,-8.63383563,33.15021983,Chunya,0
3849,-2.66895778,32.98443336,Misungwi,0
3850,-7.37438373,30.62860664,Nkasi,0
3851,-8.82742296,36.25640298,Ulanga,0
3852,-8.89732425,31.70063396,Kalambo,0
3853,-8.83285967,33.40918633,Mbeya Rural,0
3854,-7.59471502,31.26967566,Nkasi,0
3855,-7.19037773,31.04651561,Nkasi,0
3856,-7.20481608,38.78072219,Kisarawe,0
3857,-5.18110841,38.7913137,Muheza,0
3858,-4.06150423,35.28433591,Mbulu,0
3859,-1.59300275,31.14136238,Karagwe,0
3860,-10.19542778,38.56352983,Nachingwea,0
3861,-7.68371939,31.55703905,Sumbawanga Rural,0
3862,-2.39263581,33.10305213,Magu,0
3863,-8.54125165,31.90563264,Sumbawanga Rural,0
3864,-8.9288871,33.97587202,Makete,0
3865,-10.30875185,40.15059176,Mtwara Urban,0
3866,-10.66790987,35.54083693,Songea Urban,0
3867,-8.89644912,31.69115148,Kalambo,0
3868,-7.78405763,35.67833585,Iringa Urban,0
3869,-8.38671381,33.23056929,Chunya,0
3870,-10.70870822,35.80302914,Songea Rural,0
3871,-7.46985621,36.12727223,Kilolo,0
3872,-2.94293039,36.23499722,Longido,0
3873,-6.17009043,39.20049557,Mjini,0
3874,-4.30112657,33.89113176,Igunga,0
3875,-2.52570126,32.90273695,Nyamagana,0
3876,-8.9060495,33.40983477,Mbeya Urban,0
3877,-3.34185703,37.57982725,Moshi,0
3878,-5.97487624,29.85584974,Uvinza,0
3879,-5.86117459,35.69591557,Bahi,0
3880,-2.96031737,34.15183353,Itilima,0
3881,-10.17018381,39.85979265,Lindi Rural,0
3882,-2.46595544,32.38331909,Sengerema,0
3883,-5.34572018,36.43231872,Kiteto,0
3884,-9.02892742,32.46772513,Momba,0
3885,-3.7517141,33.13153238,Shinyanga Rural,0
3886,-1.48655673,31.60585466,Bukoba Rural,0
3887,-8.04824496,35.4686857,Iringa Rural,0
3888,-9.95376674,37.90306619,Liwale,0
3889,-6.72040864,38.73745256,Kibaha,0
3890,-8.84778808,32.28054012,Momba,0
3891,-8.95197496,32.56632759,Momba,0
3892,-9.65692864,33.90285502,Kyela,0
3893,-10.69710331,39.3986844,Newala,0
3894,-4.0003351,34.53818953,Mkalama,0
3895,-7.95780912,31.61698261,Sumbawanga Urban,0
3896,-3.37278142,37.33940838,Moshi Municipal,0
3897,-10.24424389,38.25243351,Liwale,0
3898,-6.33450644,31.06533548,Mpanda Urban,0
3899,-6.78407392,39.2386476,Kinondoni,0
3900,-2.98580278,34.19061823,Itilima,0
3901,-5.99995155,37.75638984,Mvomero,0
3902,-5.1299747,39.10517686,Tanga,0
3903,-2.40332225,31.70888167,Chato,0
3904,-7.28868319,36.06077857,Iringa Rural,0
3905,-3.46683901,31.89647109,Bukombe,0
3906,-2.10804078,33.07603825,Ukerewe,0
3907,-8.86931612,34.95599437,Makambako Township Authority,0
3908,-10.20262632,38.61944452,Nachingwea,0
3909,-6.37157554,39.46125379,Kusini,0
3910,-2.31703411,32.68415471,Sengerema,0
3911,-9.15354077,33.48372675,Rungwe,0
3912,-8.8391133,34.80281372,Makambako Township Authority,0
3913,-7.84033808,35.63978662,Iringa Rural,0
3914,-9.29345589,32.7607802,Tunduma,0
3915,-9.4039531,39.59907492,Kilwa,0
3916,-4.18413573,35.01767587,Mbulu,0
3917,-5.81164565,35.09782421,Manyoni,0
3918,-6.078546667,36.64696833,Kongwa,0
3919,-10.69726831,39.12994273,Newala,0
3920,-5.93499408,37.27522373,Kilindi,0
3921,-4.50617204,35.60979004,Hanang,0
3922,-3.36419601,36.71713351,Arusha,0
3923,-9.47892487,34.64912616,Njombe Urban,0
3924,-8.06912826,36.01167677,Kilolo,0
3925,-8.10383096,35.90286097,Kilolo,0
3926,-6.21116527,39.21831061,Magharibi,0
3927,-6.92325745,37.77168887,Morogoro,0
3928,-10.4496792,39.41344471,Tandahimba,0
3929,-5.19217026,38.76407632,Muheza,0
3930,-5.68341484,38.41628632,Handeni,0
3931,-3.27182381,32.79087039,Shinyanga Rural,0
3932,-5.55180469,37.33968845,Kilindi,0
3933,-10.36983032,39.2221,Masasi,0
3934,-6.17541689,37.60561207,Mvomero,0
3935,-4.46081814,35.68923181,Babati,0
3936,-5.12942178,39.10539838,Tanga,0
3937,-6.17312596,39.21257725,Mjini,0
3938,-10.6740279,35.64082844,Songea Urban,0
3939,-2.97386842,34.27526512,Itilima,0
3940,-8.01764493,31.60198151,Sumbawanga Urban,0
3941,-9.33422195,34.76595944,Njombe Urban,0
3942,-5.05649198,39.72669476,Wete,0
3943,-6.18511854,39.20901367,Mjini,0
3944,-5.50986057,32.51041297,Sikonge,0
3945,-9.20348419,34.92671371,Njombe Rural,0
3946,-6.32594546,39.55003945,Kusini,0
3947,-9.0290584,32.46760808,Momba,0
3948,-6.1393078,37.5905009,Mvomero,0
3949,-6.8165497,39.08610262,Kinondoni,0
3950,-10.99577437,39.43098503,Newala,0
3951,-2.68254098,30.57807645,Ngara,0
3952,-5.76287057,38.70007079,Pangani,0
3953,-8.84107175,34.81130512,Makambako Township Authority,0
3954,-6.359967,37.13744837,Kilosa,0
3955,-8.04482965,35.46936763,Iringa Rural,0
3956,-3.46820071,35.97525718,Monduli,0
3957,-9.57214777,33.72437986,Kyela,0
3958,-10.59697171,35.6119839,Songea Urban,0
3959,-3.97364367,32.64435514,Kahama Township Authority,0
3960,-11.40235124,36.43151357,Namtumbo,0
3961,-7.28823646,36.06019062,Iringa Rural,0
3962,-3.53582424,32.41703987,Kahama,0
3963,-3.09978278,32.72349838,Nyang'wale,0
3964,-5.24607229,39.78143779,Chake Chake,0
3965,-7.30766548,30.63628363,Nkasi,0
3966,-8.89869289,32.95794339,Mbozi,0
3967,-9.95500474,39.33088467,Lindi Rural,0
3968,-2.57204029,33.27118638,Magu,0
3969,-2.77323132,33.79479412,Bariadi,0
3970,-2.82283755,33.58098412,Kwimba,0
3971,-1.57527584,30.88822242,Kyerwa,0
3972,-9.01147545,33.00564501,Mbozi,0
3973,-5.9495341,39.26010824,Kaskazini B,0
3974,-5.05287386,33.49008337,Uyui,0
3975,-4.46795867,35.69355082,Babati,0
3976,-10.21052153,38.61674096,Nachingwea,0
3977,-6.87513698,39.26391746,Temeke,0
3978,-1.4491544,34.58911284,Tarime,0
3979,-6.81551989,39.27301875,Ilala,0
3980,-3.42422049,36.69782033,Arusha Urban,0
3981,-4.4329829,30.02791736,Buhigwe,0
3982,-6.16452276,39.22429477,Mjini,0
3983,-3.21906774,32.69330779,Nyang'wale,0
3984,-9.20325106,34.92677335,Njombe Rural,0
3985,-9.36171113,34.76703688,Njombe Urban,0
3986,-4.29153347,35.85871893,Babati,0
3987,-4.61926187,35.76657865,Kondoa,0
3988,-8.56097951,35.33662325,Mufindi,0
3989,-2.55935296,32.92419231,Nyamagana,0
3990,-8.95186677,32.56622573,Momba,0
3991,-6.17329862,39.22520727,Mjini,0
3992,-2.56574721,32.95624213,Nyamagana,0
3993,-5.28269593,35.08732409,Ikungi,0
3994,-6.87864321,39.22713121,Temeke,0
3995,-4.89551728,38.57539965,Korogwe,0
3996,-6.09308532,39.42207058,Kati,0
3997,-3.25357665,33.44016661,Maswa,0
3998,-9.16336789,33.53899384,Rungwe,0
3999,-1.98090156,32.92060643,Ukerewe,0
4000,-3.31291068,36.70915256,Arusha,0
4001,-7.90920137,39.67030057,Mafia,0
4002,-10.36818449,38.76065937,Nachingwea,0
4003,-2.87941318,32.23327204,Geita,0
4004,-7.37563045,38.97997648,Mkuranga,0
4005,-10.24815543,38.69540035,Nachingwea,0
4006,-8.90557657,33.45583851,Mbeya Urban,0
4007,-2.63287942,32.95087379,Nyamagana,0
4008,-6.81367359,37.68465443,Morogoro Urban,0
4009,-10.79156557,39.59222732,Tandahimba,0
4010,-3.35377386,36.48595173,Arusha,0
4011,-8.0504446,31.5032871,Sumbawanga Urban,0
4012,-10.47313619,36.13489002,Namtumbo,0
4013,-8.22553831,35.46707974,Iringa Rural,0
4014,-7.76969134,36.91430752,Kilombero,0
4015,-2.39275809,33.10167596,Magu,0
4016,-5.24612317,39.78151898,Chake Chake,0
4017,-8.53940936,32.94400074,Chunya,0
4018,-2.69459266,33.48874632,Magu,0
4019,-2.94289145,36.23474588,Longido,0
4020,-3.00965615,33.08348904,Misungwi,0
4021,-3.52783224,33.12157189,Shinyanga Rural,0
4022,-6.96846547,39.51294692,Temeke,0
4023,-4.58961643,34.66804545,Singida,0
4024,-5.01153163,32.80188233,Tabora Urban,0
4025,-5.07275809,32.09730145,Urambo,0
4026,-8.30290093,32.32685367,Sumbawanga Rural,0
4027,-8.97646537,36.76027403,Ulanga,0
4028,-3.07691717,32.08711711,Geita,0
4029,-3.44500944,33.95194061,Maswa,0
4030,-10.55925784,36.23378557,Namtumbo,0
4031,-2.87896537,37.36661302,Longido,0
4032,-1.32888644,31.80856426,Bukoba Urban,0
4033,-8.76721141,31.8416357,Kalambo,0
4034,-6.3010388,33.84650459,Sikonge,0
4035,-6.17189473,39.22309186,Mjini,0
4036,-4.98414272,39.83411845,Micheweni,0
4037,-7.05969829,39.01450218,Kisarawe,0
4038,-5.26037645,39.78321049,Chake Chake,0
4039,-7.79767724,35.77548623,Iringa Rural,0
4040,-2.47859988,32.90911964,Ilemela,0
4041,-3.33826055,35.66990749,Karatu,0
4042,-8.28870854,35.30654515,Mafinga Township Authority,0
4043,-3.55797281,33.89168786,Kishapu,0
4044,-3.35424205,36.71254975,Arusha,0
4045,-3.01522998,33.049725,Misungwi,0
4046,-2.28688002,32.26851377,Sengerema,0
4047,-3.7875012,30.49837448,Kibondo,0
4048,-6.81186716,39.24493415,Kinondoni,0
4049,-7.31666172,35.51626111,Iringa Rural,0
4050,-4.43547901,30.02722281,Buhigwe,0
4051,-8.83369246,33.46276793,Mbeya Urban,0
4052,-2.49766093,33.55074572,list index out of range,1
4053,-4.06959147,37.98811083,Same,0
4054,-4.67719568,38.46867853,Lushoto,0
4055,-10.89378251,38.9876266,Masasi,0
4056,-2.52898017,32.94424776,Ilemela,0
4057,-2.96717622,33.92347824,Itilima,0
4058,-6.08675187,39.22216727,Magharibi,0
4059,-6.73472744,38.8481929,Kibaha Urban,0
4060,-2.40277856,32.32895559,Sengerema,0
4061,-8.58675754,35.2083387,Mufindi,0
4062,-2.40387384,32.32961636,Sengerema,0
4063,-3.19814742,34.41409877,Meatu,0
4064,-8.4881862,32.28651562,Sumbawanga Rural,0
4065,-1.32205241,31.81802495,Bukoba Urban,0
4066,-3.56283042,33.40354881,Shinyanga Urban,0
4067,-2.51841343,32.9127161,Nyamagana,0
4068,-2.73981608,31.63401932,Chato,0
4069,-9.66946244,39.10850071,Kilwa,0
4070,-6.87772921,38.56781328,Kibaha,0
4071,-3.80952667,32.21866084,Kahama,0
4072,-5.60238851,36.56497982,Kiteto,0
4073,-7.40811526,37.66752226,Morogoro,0
4074,-6.838041667,39.24391667,Ilala,0
4075,-8.18558528,31.52589211,Kalambo,0
4076,-10.71217309,39.44494126,Newala,0
4077,-2.66904305,30.57824673,Ngara,0
4078,-10.7160034,39.99626815,Mtwara Rural,0
4079,-8.35181191,31.8307296,Sumbawanga Rural,0
4080,-2.5658693,32.95791914,Nyamagana,0
4081,-10.48835441,39.02764207,Masasi,0
4082,-8.57094579,33.4531818,Chunya,0
4083,-7.26314707,31.41344033,Mlele,0
4084,-7.99990565,35.84816647,Kilolo,0
4085,-8.26468957,35.42786574,Mufindi,0
4086,-3.43340072,37.2908899,Hai,0
4087,-3.3878974,36.67041036,Arusha Urban,0
4088,-10.47335722,36.13388797,Namtumbo,0
4089,-5.88437553,36.44599299,Kongwa,0
4090,-7.95460874,31.60738183,Sumbawanga Urban,0
4091,-6.85074986,39.22417536,Ilala,0
4092,-6.17423393,37.60619723,Mvomero,0
4093,-8.93739356,33.18295439,Mbozi,0
4094,-10.75801805,39.11745646,Masasi,0
4095,-2.3344793,32.29807578,Sengerema,0
4096,-6.17613679,39.24451991,Magharibi,0
4097,-8.48816579,32.28665072,Sumbawanga Rural,0
4098,-6.21814567,36.36038204,Mpwapwa,0
4099,-3.22746331,31.87141614,Mbogwe,0
4100,-6.88734118,38.56206644,Kibaha,0
4101,-6.73759966,36.09914643,Mpwapwa,0
4102,-6.0886821,39.33096377,Kati,0
4103,-5.07766349,39.10407669,Tanga,0
4104,-3.95219595,35.44044609,Mbulu,0
4105,-2.63471448,33.97265571,Bariadi,0
4106,-3.33613167,33.93134511,Maswa,0
4107,-2.87702394,32.24733875,Geita,0
4108,-6.15224646,36.01924531,Chamwino,0
4109,-5.06574562,39.7802074,Wete,0
4110,-4.87427509,36.79136679,Kiteto,0
4111,-8.19133302,35.47614542,Iringa Rural,0
4112,-3.28035657,31.66983925,Bukombe,0
4113,-8.38676969,33.23057917,Chunya,0
4114,-5.0666316,34.90130352,Ikungi,0
4115,-2.83089509,33.37219535,Kwimba,0
4116,-4.82274483,39.08780974,Mkinga,0
4117,-10.93789014,39.2781351,Newala,0
4118,-2.52417718,34.04332081,Bariadi,0
4119,-8.55351608,36.00412659,Kilombero,0
4120,-5.35134059,37.67672512,Kilindi,0
4121,-4.35921838,35.07499869,Hanang,0
4122,-3.39957933,36.68219738,Arusha Urban,0
4123,-1.64270587,31.7027832,Muleba,0
4124,-9.33183835,33.33314842,Ileje,0
4125,-4.57811622,30.30242536,Kasulu,0
4126,-6.26715706,30.96024253,Mpanda Rural,0
4127,-4.30752958,35.6345793,Babati,0
4128,-7.78792114,31.6852073,Sumbawanga Rural,0
4129,-2.55820265,36.78155498,Longido,0
4130,-2.87721511,32.23144185,Geita,0
4131,-3.04752502,35.52030775,Ngorongoro,0
4132,-5.22418716,35.17701206,Chemba,0
4133,-4.54885512,35.79584425,Kondoa,0
4134,-2.80167415,33.99190481,Bariadi,0
4135,-3.3895103,36.75991765,Arusha Urban,0
4136,-3.43222803,37.41055387,Moshi,0
4137,-2.56079639,32.91549893,Nyamagana,0
4138,-3.44815601,37.42690175,Moshi,0
4139,-6.80191739,39.04775076,Kisarawe,0
4140,-3.10993037,32.72935559,Nyang'wale,0
4141,-10.36982592,38.75943076,Nachingwea,0
4142,-7.05342511,39.01477276,Kisarawe,0
4143,-3.52558533,35.34921082,Karatu,0
4144,-4.29063797,35.85646424,Babati,0
4145,-2.64132928,32.78404609,Sengerema,0
4146,-2.54713831,32.96618675,Nyamagana,0
4147,-4.07889144,37.13684101,Simanjiro,0
4148,-3.63830239,33.39739907,Shinyanga Urban,0
4149,-2.647199,33.97181505,Bariadi,0
4150,-3.14763635,33.65548414,Maswa,0
4151,-3.35201608,37.3488028,Moshi Municipal,0
4152,-6.30129672,35.88027197,Chamwino,0
4153,-5.81125441,35.09818112,Manyoni,0
4154,-6.41454573,35.10296309,Manyoni,0
4155,-3.90261922,35.81340517,Babati,0
4156,-7.04755471,39.02581343,Kisarawe,0
4157,-4.29666967,35.86230717,Babati,0
4158,-8.90470101,34.66907336,Wanging'ombe,0
4159,-5.34544121,36.43259756,Kiteto,0
4160,-8.90289646,33.40784703,Mbeya Urban,0
4161,-9.23996984,33.33902144,Mbeya Rural,0
4162,-10.61076499,35.60726619,Songea Urban,0
4163,-7.78435651,35.69291397,Iringa Urban,0
4164,-6.20938587,39.21796775,Magharibi,0
4165,-5.95544612,39.25849454,Kaskazini B,0
4166,-11.07778699,38.27379426,Nanyumbu,0
4167,-8.60819048,31.28994703,Kalambo,0
4168,-3.21682353,36.86494452,Meru,0
4169,-3.90639141,35.81411147,Babati,0
4170,-3.35663944,37.46479603,Moshi,0
4171,-8.55083278,36.00818134,Kilombero,0
4172,-3.80955825,33.30100175,Shinyanga Rural,0
4173,-6.74317759,32.48335198,Mlele,0
4174,-1.46195193,31.68743173,Bukoba Rural,0
4175,-6.73519547,38.84810184,Kibaha Urban,0
4176,-8.49669908,35.59021001,Mufindi,0
4177,-5.97454697,29.85718758,Uvinza,0
4178,-8.52196825,32.03545194,Sumbawanga Rural,0
4179,-9.01243702,33.06818611,Mbozi,0
4180,-6.75877866,38.98306252,Kibaha Urban,0
4181,-4.50947016,34.17430807,Iramba,0
4182,-10.97990341,35.6082392,Songea Rural,0
4183,-11.46498046,36.97711268,Tunduru,0
4184,-3.63680872,33.39728394,Shinyanga Urban,0
4185,-6.16296515,39.19116405,Mjini,0
4186,-2.53355974,32.93160488,Ilemela,0
4187,-3.39929877,36.68460511,Arusha Urban,0
4188,-5.08527464,30.56422952,Uvinza,0
4189,-3.10954838,31.09846566,Biharamulo,0
4190,-8.8406343,34.67711778,Wanging'ombe,0
4191,-4.90566516,35.78052857,Kondoa,0
4192,-8.20108078,36.69562743,Ulanga,0
