region,district,ward,latitude,longitude,SACCO_name,SACCO_yr_started,linked_mob_fin_services,tigo_pesa,m_pesa,ezy_pesa,airtel_cash,other_mob_fin_services,other_mob_fin_services_detail
Rukwa,Sumbawanga Urban,Matanga,-7.95834,31.61808,Mapambano Saccos,18/04/2008,Yes,Yes,Yes,,Yes,Yes,POS CRDB
Dar es Salaam,Ilala,Tabata,-6.81571,39.2222,Mapambazuko,11/04/2002,,,,,,,
Mbeya,Mbarali,Mapogoro,-8.80166,34.2227,Mapogolo Saccos,02/08/1997,,,,,,,
Kilimanjaro,Moshi Rural,Mamba Kaskazini,-3.35275,37.33724,Marangu Dairy Saccos,21/04/2011,,,,,,,
Kilimanjaro,Moshi Rural,Marangu Magharibi,-3.28375,37.49659,Marangu Saccos,20/06/2010,,,,,,,
Arusha,Arumeru,Maroroni,-3.43718,36.91372,Maroroni Saccos,10/01/1997,,,,,,,
Pwani,Kisarawe,Masaki,-6.94224,39.01283,Masaki Saccos,28/01/2014,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.84455,39.19768,Masanza Saccos,12/10/2011,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02499,32.8118,Mascom,14/09/2008,,,,,,,
Kilimanjaro,Rombo,Ubetu Kahe,-3.0515,37.59549,Mashima Saccos,14/10/1996,Yes,,Yes,,,,
Dar es Salaam,Temeke,Mbagala,-6.90469,39.26938,Masoko Madogo Madogo Saccos,14/08/2011,,,,,,,
Mbeya,Rungwe,Masoko,-9.30938,33.68023,Masoko Saccos Ltd,25/02/2003,,,,,,,
Mbeya,Mbeya Urban,Iyela,-8.91267,33.46151,Masse Saccos Ltd Reg 789,17/02/2001,,,,,,,
Mbeya,Rungwe,Masukulu,-9.40526,33.75112,Masukulu Saccos,22/02/2012,,,,,,,
Arusha,Arusha,Levolosi,-3.36683,36.66095,Matasioi Saccoss,17/09/2000,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.76971,39.19741,Matha Shop,27/01/2014,,,,,,,
Ruvuma,Songea Rural,Matimira,-10.70722,35.80269,Matimira Saccos,04/03/2008,,,,,,,
Ruvuma,Mbinga,Matiri,-10.75765,34.86285,Matiri Saccos,03/06/2007,,,,,,,
Kagera,Bukoba Urban,Mimbeni,-1.32804,31.81192,Matumaini Mapya Saccos Ltd,09/02/2007,,,,,,,
Arusha,Arusha,Engutoto,-3.37587,36.68029,Mawalla SACCO,09/11/2009,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.03527,32.81977,Mawingu Group,19/01/2013,,,,,,,
Tabora,Nzega,Nzega Mjini,-4.21648,33.18457,Mazingira Sacco,03/08/2004,Yes,Yes,Yes,,,,
Iringa,Kilolo,Ilula,-7.67397,36.04185,Mazombu Saccos Ltd,01/01/2008,Yes,,Yes,,,,
Dar es Salaam,Temeke,Mbagala,-6.91679,39.2716,Mbagala Lutheran Saving And Cooperative Society Ltd,05/07/2008,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.90455,39.26837,Mbagaso Saving And Credit Coperative Society Ltd,06/03/2010,,,,,,,
Mbeya,Mbarali,Rujewa,-8.70816,34.3799,Mbalali Teachers,04/10/2005,,,,,,,
Arusha,Arumeru,Leguruki,-3.37383,36.68827,Mbasha Holdings,01/01/2012,,,,,,,
Ruvuma,Mbinga,Mbinga Urban,-10.94565,34.99781,Mbenga Tearchers Saccos Rvr 445,24/02/2004,,,,,,,
Mbeya,Rungwe,Lwangwa,-9.21297,33.82615,Mbigili Saccos,18/06/2005,,,,,,,
Ruvuma,Mbinga,Mbinga Urban,-10.94661,34.99705,Mbinga Lutheran Saccos Rvr 471,24/02/2005,,,,,,,
Ruvuma,Mbinga,Mbinga Urban,-10.94653,34.99661,Mbinga Women Saccos Reg 481,24/02/1995,,,,,,,
Tabora,Uyui,Ndono,-5.09583,32.63663,Mbola Millenium Saccos,08/04/2009,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02255,32.81414,Mbola Sacco,30/04/2004,,,,,,,
Arusha,Arumeru,Usa River,-3.37353,36.84619,Mbomapo Saccos,10/02/2007,,,,,,,
Mbeya,Mbozi,Vwawa,-9.11223,32.93534,Mbozi Teachers Saccos,16/12/1997,,,,,,,
Manyara,Mbulu,Mbulu Mjini,-3.85728,35.54008,Mbulu Tearcher'S Saccos,01/11/1995,,,,,,,
Arusha,Arusha,Sekei,-3.36282,36.70873,Meru Saccos,09/01/2008,,,,,,,
Mbeya,Mbeya Urban,Mbalizi Road,-8.90508,33.43858,Meta Secondary Saccos Mbr 652,08/10/2001,,,,,,,
Lindi,Kilwa,Masoko,-8.92694,39.51254,Mfumwaki Saccos,11/09/2001,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.02256,32.80896,Miasa,03/06/2011,,,,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34964,36.48744,Mifigo Saccos,27/09/2007,,,,,,,
Kagera,Bukoba Urban,Nshambya,-1.31786,31.80868,Migera Saccos Ltd,27/06/2008,,,,,,,
Dodoma,Dodoma Rural,Mvumi Mission,-6.38759,35.89946,Mihanga Sacoos,09/12/2009,,,,,,,
Dodoma,Kondoa,Kondoa Mjini,-4.90485,35.77934,Mikopo Office,06/03/2012,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02189,32.81482,Millenium Project,26/10/2007,,,,,,,
Tabora,Nzega,Nzega Mjini,-4.21472,33.18391,Millenium Sacco,11/01/2009,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02195,32.80755,Millenium Vijana Sacco,06/02/2013,,,,,,,
Singida,Singida Rural,Kinyeto,-4.75529,34.90682,Miminikeni Saccos Ltd,11/02/2013,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02978,32.82828,Miml,14/04/2006,,,,,,,
Singida,Singida Rural,Minyughe,-4.97334,34.5438,Minyughe Saccos Ltd,05/09/2004,,,,,,,
Dodoma,Dodoma Urban,Miyuji,-6.12279,35.74577,Mipango Saccos,11/07/2002,,,,,,,
Singida,Singida Rural,Maghojoa,-4.67951,35.01512,Mipilo Saccos Ltd,22/07/1996,,,,,,,
Tabora,Tabora Urban,Tambukareli,-5.01674,32.81288,Misa Sacco Ltd,21/01/2002,Yes,Yes,Yes,,,,
Kagera,Bukoba Rural,Kishanje,-1.25463,31.42036,Misenyi Saccos Bank,09/04/2013,,,,,,,
Singida,Iramba,Mbelekese,-4.60787,34.4649,Misuna Saccos,06/07/1989,,,,,,,
Iringa,Njombe,Makambako,-8.85131,34.82404,Mji Mwema Saccos,23/09/2008,,,,,,,
Kilimanjaro,Moshi Rural,Arusha Chini,-3.42424,37.25315,Mkalongo Saccos,05/09/2007,,,,,,,
Kagera,Biharamulo,Biharamulo Mjini,-2.63403,31.30933,Mkobozi Biharamulo Saccos Ltd,11/12/2005,,,,,,,
Shinyanga,Kahama,Kahama Mjini,-3.8296,32.58024,Mkomboz Saccos,10/09/2009,,,,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.35059,36.48789,Mkombozi Afya Saccos,14/06/2000,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.02789,32.8184,Mkombozi Group,23/08/2008,Yes,,Yes,,Yes,,
Tabora,Tabora Urban,Ipuli,-5.02783,32.8184,Mkombozi Group Sacco,01/07/2006,Yes,,Yes,,Yes,,
Mtwara,Masasi,Lukuledi,-10.57512,38.80826,Mkombozi Lukuledi,28/05/2012,,,,,,,
Singida,Iramba,Kiomboi,-4.27942,34.40725,Mkombozi Saccos,10/06/2010,,,,,,,
Shinyanga,Kahama,Kahama Mjini,-3.82786,32.58559,Mkombozi Saccos,02/08/2010,,,,,,,
Shinyanga,Kahama,Kahama Mjini,-3.82356,32.60099,Mkombozi Saccos,16/08/2013,Yes,,Yes,,,,
Shinyanga,Bukombe,Masumbwe,-3.64029,32.16803,Mkombozi Saccos,08/08/2012,,,,,,,
Shinyanga,Meatu,Mwanhuze,-3.52749,34.3149,Mkombozi Saccos,17/12/2013,,,,,,,
Kilimanjaro,Moshi Rural,Arusha Chini,-3.41812,37.21668,Mkombozi Saccos,14/04/2004,,,,,,,
Mbeya,Rungwe,Isongole,-9.04486,33.59637,Mkombozi Saccos - Mbeya One,03/06/2011,,,,,,,
Dodoma,Kondoa,Mondo,-5.00431,35.93503,Mkombozi Saccoss,04/11/2009,,,,,,,
Dodoma,Kondoa,Kondoa Mjini,-4.90202,35.77405,Mkombozi Soko Kuu Saccos,09/06/2003,,,,,,,
Dodoma,Kondoa,Kondoa Mjini,-4.90666,35.78569,Mkombozi Soko Saccos,09/01/2005,,,,,,,
Tanga,Korogwe,Korogwe,-5.16062,38.45309,Mkonge Umoja Saccos,20/07/2007,,,,,,,
Mara,Bunda,Bunda,-2.02125,33.87222,Mkonge Umoja Saccos,20/07/2007,,,,,,,
Arusha,Arusha,Kati,-3.37273,36.6877,Mkonoo Saccos,09/11/2003,,,,,,,
Dodoma,Kongwa,Pandambili,-6.08798,36.73538,Mkukupa Saccos,23/08/2005,,,,,,,
Arusha,Arusha,Kimandolu,-3.36789,36.70716,Mkukute Saccos,07/12/2004,,,,,,,
Pwani,Mkuranga,Mkuranga,-7.12103,39.20548,Mkuranga Teachers Saccos,18/05/2010,,,,,,,
Dodoma,Kongwa,Mlali,-6.29693,36.75131,Mlali Saccos,06/10/2003,Yes,,Yes,,,,
Rukwa,Sumbawanga Urban,Kizwite,-7.96862,31.61537,Mlanda Saccos,05/04/2009,,,,,,,
Arusha,Monduli,Monduli Mjini,-3.30301,36.44588,Mliman Ngarash Saccos,03/12/2000,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.78085,39.20591,Mlimani Saccos,26/11/2001,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02314,32.80941,Mmea,01/11/2003,,,,,,,
Dodoma,Kondoa,Mnenia,-4.65052,35.84962,Mnenia Saccos Ltd,21/07/2008,,,,,,,
Dodoma,Kondoa,Mondo,-5.00856,35.93485,Mondo Saccos,19/04/2005,,,,,,,
Arusha,Monduli,Engutoto,-3.29529,36.4472,Monduli Teachers,21/02/2014,,,,,,,
Rukwa,Sumbawanga Urban,Senga,-7.9613,31.61951,Moravian Rukwa Saccos,07/07/2012,,,,,,,
Kilimanjaro,Moshi Urban,Bondeni,-3.35558,37.34022,Moshi Islamic Saving And Credit Cooperative,04/05/1995,,,,,,,
Kilimanjaro,Rombo,Tarakea Motamburu,-3.35491,37.33982,Motamburu Madukani Makoroboi Saccos,25/01/2010,Yes,,Yes,,,,
Tabora,Tabora Urban,Tambukareli,-5.02381,32.81099,Moto Wa Elia,10/07/2003,,,,,,,
Arusha,Arumeru,Akheri,-3.37943,36.7716,Mount Meru Flower Saccos,12/01/2006,,,,,,,
Arusha,Arumeru,Kimnyaki,-3.3665,36.69541,Mount Meru Hospital Saccos,09/11/2008,,,,,,,
Mbeya,Rungwe,Mpuguso,-9.32431,33.65767,Mpuguso Saccos,24/02/2004,,,,,,,
Rukwa,Sumbawanga Rural,Kaengesa,-7.95776,31.61952,Mpui Saccos Ltd,18/12/2010,,,,,,,
Mbeya,Rungwe,Mpuguso,-9.32424,33.6578,Mpukili Amcos,22/02/2003,,,,,,,
Kilimanjaro,Hai,Siha Mashariki,-3.33594,37.14967,Mpunga Milling Saccos,28/10/2010,,,,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34589,36.48671,Mpwapwa Camcellors Saccos,21/06/2005,,,,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34948,36.48658,Mpwapwa Credit And Cooperative Society,19/05/2010,,,,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34562,36.4862,Mpwapwa Teachers Saccos,09/07/1998,,,,,,,
Arusha,Arumeru,Makiba,-3.36552,36.68479,Ms Tcdc Staff,04/12/1994,,,,,,,
Singida,Singida Rural,Maghojoa,-4.65124,35.03537,Msange Saccos,28/06/2011,,,,,,,
Arusha,Arusha,Kati,-3.3694,36.69396,Mshengeli Saccos,15/07/2007,,,,,,,
Singida,Manyoni,Manyoni,-5.74997,34.82826,Mshikamano,23/01/2011,,,,,,,
Mbeya,Kyela,Kyela Mjini,-9.5972,33.86515,Mshikamano Saccos,25/02/2006,,,,,,,
Manyara,Babati,Magugu,-3.99031,35.786,Mshikamano Saccos ( Magugu),04/04/2005,,,,,,,
Kilimanjaro,Moshi Rural,Mamba Kusini,-3.36002,37.33977,Mshikamano Saccos (Gallery),17/02/2012,Yes,,Yes,,,,
Mbeya,Mbeya Rural,Ilembo,-9.20324,33.349,Mshikamano Saccos Ilembo,12/01/2003,Yes,,Yes,,,,
Singida,Singida Rural,Ihanja,-5.04655,34.67785,Mshikamano Saccos Ltd,06/04/2010,,,,,,,
Kagera,Biharamulo,Biharamulo Mjini,-2.636,31.31131,Mshikamano Saccos Ltd,28/02/2013,Yes,Yes,Yes,,,,
Kilimanjaro,Moshi Rural,Kilema Kaskazini,-3.33832,37.37465,Mshikamano Sccoas (Butchery),12/10/2003,,,,,,,
Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34864,36.48736,Mshikamono Baraza Saccos,28/05/2003,,,,,,,
Mbeya,Mbozi,Msia,-9.11115,32.9346,Msia Saccos,04/10/2011,,,,,,,
Ruvuma,Namtumbo,Msimdo,-10.43951,35.78764,Msindo Saccos,10/01/2003,,,,,,,
Shinyanga,Bukombe,Runzewe,-3.39125,31.62817,Msonga Saccos,02/08/2010,,,,,,,
Rukwa,Sumbawanga Urban,Mazwi,-7.96113,31.60558,Mtaji Rukwa Saccos,23/03/2008,,,,,,,
Dodoma,Dodoma Urban,Madukani,-6.17754,35.74668,Mtaji Wa Masikin Saccos,19/06/2003,,,,,,,
Singida,Singida Urban,Mtamaa,-4.929,34.65793,Mtamaa Saccos,01/05/2005,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02351,32.80994,Mtamo Sacco,14/07/2005,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91445,39.2727,Mtayba Saccos Ltd,15/12/2013,,,,,,,
Mbeya,Mbeya Urban,Iyunga,-8.93956,33.41769,Mtc Saccos,02/04/1999,,,,,,,
Rukwa,Sumbawanga Urban,Milanzi,-7.96371,31.62182,Mtingwa Tusaidiane,02/07/2012,,,,,,,
Singida,Singida Rural,Mtinko,-4.54941,34.84369,Mtinko Saccos,13/05/1985,,,,,,,
Singida,Singida Rural,Mtinko,-4.5491,34.8438,Mtinko Saccos Ltd,10/04/2008,,,,,,,
Kilimanjaro,Hai,Hai Mjini,-3.32368,37.34999,Mtiyovu Saccos,05/08/2009,Yes,Yes,Yes,,,,
Tabora,Tabora Urban,Mbugani,-5.01922,32.8047,Mtl,19/08/2006,,,,,,,
Arusha,Monduli,Mto wa Mbu,-3.37277,35.85439,Mto Wa Mbu Saccos,01/01/2010,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.87356,39.27333,Mtoni Lutheran Church,21/02/1994,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.86785,39.27601,Mtoni Vicoba Group,15/08/2008,Yes,Yes,Yes,,Yes,,
Ruvuma,Songea Urban,Songea Mjini,-10.67836,35.65278,Muccos Bs Ruvuma,17/11/2002,,,,,,,
Kilimanjaro,Hai,Masama Mashariki,-3.2507,37.19401,Mudio Saccos,11/01/2004,Yes,Yes,Yes,,Yes,,
Singida,Iramba,Mwangeza,-4.1102,34.82151,Muhangu Saccos Ltd,19/03/2008,,,,,,,
Mara,Musoma Urban,Mukendo,-1.50013,33.80976,Mukendo,12/12/2013,,,,,,,
Kagera,Muleba,Muleba,-1.84122,31.65657,Muleba Teachers  Saccos Ltd,08/04/2011,,,,,,,
Kagera,Muleba,Muleba,-1.84242,31.65287,Muleba Women Saccos Ltd,19/09/2006,,,,,,,
Singida,Singida Rural,Mungaa,-4.96824,34.86231,Mungaa Saccos,17/07/2002,,,,,,,
Singida,Singida Rural,Mungaa,-4.9674,34.86502,Mungaa Saccos Ltd,10/05/2005,,,,,,,
Singida,Singida Rural,Sepuka,-4.75658,34.5825,Mungua Saccos Ltd,24/04/2010,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.78898,39.26967,Mupo Saccos,18/05/2011,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02876,32.81537,Mushi Sacco,27/03/2008,Yes,Yes,Yes,,Yes,,
Kagera,Muleba,Kamachumu,-1.62037,31.61967,Muungano Kamachumu Saccos Ltd,12/04/2001,,,,,,,
Kilimanjaro,Moshi Rural,Arusha Chini,-3.45404,37.28334,Muungano Kikavuchini Saccos,30/05/2003,,,,,,,
Tabora,Urambo,Kaliua,-5.05883,31.79518,Muungano Sacco,25/11/2007,,,,,,,
Dodoma,Kondoa,Kolo,-4.73767,35.82926,Muungano Saccos,01/12/2008,,,,,,,
Mbeya,Mbarali,Igurusi,-8.82848,33.85658,Muungano Saccos,23/07/2003,,,,,,,
Manyara,Babati,Mamire,-4.15896,35.83954,Muungano Saccos Ltd,27/05/2007,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.0245,32.81067,Muungano Tabora,10/05/2005,,,,,,,
Kigoma,Kasulu,Muyama,-4.32086,30.0656,Muungano Taranta Saccos,02/11/2010,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.84467,39.19234,Muungano Women Segerea,15/04/2011,,,,,,,
Kilimanjaro,Hai,Machame Kaskazini,-3.33001,37.14554,Muvimaha Talanta Saccos,13/08/2000,,,,,,,
Mara,Musoma Urban,Nyakato,-1.50228,33.80346,Muviwamu Saccos,11/03/2013,,,,,,,
Shinyanga,Kahama,Nyihogo,-3.83403,32.5945,Muvuma Saccos,25/06/2012,,,,,,,
Mwanza,Nyamagana,Mirongo,-2.51667,32.90485,Muwakapa Saccos,14/12/2007,,,,,,,
Mwanza,Misungwi,Ukiriguru,-2.5166,32.90506,Muwakapa Saccos Ltd,06/07/2010,,,,,,,
Dar es Salaam,Kinondoni,Ubungo,-6.79347,39.21239,Muwasida Saccos,04/08/2008,,,,,,,
Dodoma,Kongwa,Mkoka,-5.81449,36.43683,Mviwata Saccos,17/11/2013,,,,,,,
Shinyanga,Kahama,Kahama Mjini,-3.82978,32.58396,Mvumo Sacos,10/05/2008,,,,,,,
Arusha,Arusha,Engutoto,-3.40431,36.70381,Mvuwo Saccos,21/11/2004,,,,,,,
Mwanza,Nyamagana,Pamba,-2.52289,32.90329,Mwaciwote Saccos Limited,20/01/2011,,,,,,,
Kagera,Chato,Chatokati,-2.63834,31.76715,Mwambao Saccos,06/12/2005,Yes,,Yes,,,,
Tabora,Tabora Urban,Kanyenye,-5.01787,32.80397,Mwambata,03/08/2003,,,,,,,
Mbeya,Kyela,Katumba Songwe,-9.68755,33.89721,Mwamko Saccos,10/12/2006,,,,,,,
Morogoro,Kilombero,Ifakara,-8.13545,36.68156,Mwananchi Ifakara Saccos Ltd,25/06/2012,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.81644,39.22161,Mwananchi Saccos,05/08/2005,,,,,,,
Singida,Iramba,Mwanga,-4.27286,34.77454,Mwanga Saccos Ltd,12/04/1995,,,,,,,
Dodoma,Kongwa,Mkoka,-5.81466,36.4364,Mwangaza Saccos,09/04/2003,,,,,,,
Kilimanjaro,Moshi Rural,Arusha Chini,-3.36743,37.3204,Mwangaza Saccos,30/01/2008,Yes,,Yes,,,,
Dar es Salaam,Kinondoni,Kawe,-6.73343,39.22086,Mwangaza Saccos Kawe,18/06/2009,,,,,,,
Mbeya,Mbeya Urban,Maanga,-8.91038,33.45622,Mwanjelwa Saccos,26/11/2003,,,,,,,
Singida,Singida Urban,Mwankoko,-4.86328,34.63913,Mwankoko Saccos Ltd,09/09/2009,,,,,,,
Mwanza,Nyamagana,Pamba,-2.52255,32.90496,Mwanza Saccos Bank Ltd,11/01/2011,Yes,Yes,Yes,,Yes,,
Dodoma,Dodoma Urban,Viwandani,-6.17726,35.74906,Mwashita Saccos,09/04/2012,,,,,,,
Mbeya,Rungwe,Kandete,-9.14838,33.79228,Mwelutga Saccos,18/09/2010,,,,,,,
Mbeya,Mbarali,Ubaruku,-8.67531,34.30786,Mwendamtitu Saccos,23/07/2007,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02293,32.80916,Mwenge Economic,21/11/2003,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.02145,32.81651,Mwenge Sacco,03/08/2003,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.0239,32.81237,Mwenge Sanaa,03/10/2005,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.0236,32.81243,Mwenge Trida,05/07/2001,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02346,32.80958,Mweto Sacco,03/08/2006,,,,,,,
Shinyanga,Shinyanga Urban,Shinyanga Mjini,-3.67108,33.42423,Mwiganwa Saccoss,04/11/2011,,,,,,,
Arusha,Arusha,Kati,-3.37199,36.68301,Nadosoito Saccos,23/07/2003,,,,,,,
Ruvuma,Namtumbo,Namabengo,-10.55564,35.8645,Namabengo Saccos,06/11/2007,,,,,,,
Rukwa,Nkansi,Namanyere,-7.96769,31.61643,Namanyere Farmers,02/11/2009,,,,,,,
Lindi,Nachingwea,Nambambo,-10.37402,38.76181,Nambambo Saccos Limited,04/02/2005,,,,,,,
Arusha,Arusha,Themi,-3.40366,36.70371,Nane Nane Women Saccos,24/02/2010,,,,,,,
Arusha,Arusha,Engutoto,-3.40308,36.70368,Nane Saccos,19/10/2007,,,,,,,
Arusha,Arusha,Themi,-3.40178,36.70355,Nanenane Saccos,01/11/2007,,,,,,,
Arusha,Ngorongoro,Digodago,-2.15693,35.70008,Nanenane Saccos,15/01/2012,,,,,,,
Kilimanjaro,Rombo,Nanjala Reha,-3.35649,37.33436,Nanjala Milling Saccos,14/10/2010,,,,,,,
Kilimanjaro,Rombo,Nanjala Reha,-3.01913,37.57519,Nanjara Reha Saccos,10/03/2005,Yes,,Yes,,,,
Ruvuma,Namtumbo,Namtumbo,-10.47243,36.12996,Narwi Saccos,01/12/2001,,,,,,,
Shinyanga,Shinyanga Urban,Ndala,-3.67014,33.41649,Ndala Tunakopesha Sacoos,30/09/2010,,,,,,,
Mbeya,Rungwe,Isongole,-9.06866,33.57582,Ndanto Agape - Ndaga,05/12/2013,,,,,,,
Kagera,Ngara,Ngara Mjini,-2.50765,30.66138,Ndcw Saccos Ltd,28/01/2001,,,,,,,
Mbeya,Rungwe,Malindo,-9.25774,33.62823,Ndembela Saccos,22/02/2010,,,,,,,
Arusha,Arumeru,Makiba,-3.37242,36.69284,Ndombo Saccos,03/10/2008,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80484,39.25108,Ndugunbi Community Sccoss,18/02/2014,,,,,,,
Mbeya,Mbeya Urban,Ruanda,-8.91089,33.46217,Neema Saccos Mbr 636,15/02/1999,,,,,,,
Arusha,Arusha,Kati,-3.37493,36.69882,New Arusha Sacco,18/03/1998,,,,,,,
Ruvuma,Tunduru,Lukumbule,-10.67797,35.6466,New Muungano Saccos,19/04/2010,,,,,,,
Arusha,Arusha,Sokon I,-3.40443,36.68855,New Paradise Saccos,22/12/2010,,,,,,,
Lindi,Lindi Urban,Msinjahili,-10.00076,39.71588,New Vijana Lindi Saccos,01/11/2011,,,,,,,
Ruvuma,Mbinga,Myangayanga,-10.95326,34.9005,Ngaka Saccos,25/02/2002,,,,,,,
Kilimanjaro,Moshi Urban,Msaranga,-3.35056,37.37726,Ng'Ambo Saccos,22/05/2001,Yes,,Yes,,,,
Arusha,Monduli,Engutoto,-3.29654,36.44715,Ngarash Saccos,21/11/2006,,,,,,,
Arusha,Arusha,Kati,-3.36559,36.68462,Ngeela Saccos,15/10/2008,,,,,,,
Singida,Singida Rural,Ngimu,-4.75546,35.08864,Ngimu Saccos Ltd,15/05/2003,,,,,,,
Iringa,Iringa Urban,Kihesa,-7.75053,35.71346,Ngome Saccos,14/06/2004,,,,,,,
Arusha,Arumeru,Maji ya Chai,-3.32934,36.91744,Ngurudoto Saccos,10/06/2011,,,,,,,
Arusha,Arumeru,Kiranyi,-3.36422,36.69602,Ngurumo Saccos,04/12/2008,,,,,,,
Mbeya,Mbarali,Ubaruku,-8.67463,34.3062,Nguvu Kazi Mwanavala,13/08/2000,,,,,,,
Arusha,Arusha,Kati,-3.36947,36.69418,Nguvu Moja Saccos,14/05/2007,,,,,,,
Arusha,Arusha,Engutoto,-3.41841,36.65636,Nib Microcredit,14/12/2004,,,,,,,
Rukwa,Nkansi,Namanyere,-7.50439,31.04096,Nkasi Teachers Saccos,07/03/2003,,,,,,,
Rukwa,Nkansi,Namanyere,-7.96138,31.61513,Nkasi Warkers,07/08/2005,,,,,,,
Arusha,Arumeru,Makiba,-3.37013,36.69554,Nkoanrua Saccos,04/10/2006,,,,,,,
Arusha,Arumeru,Usa River,-3.37057,36.78735,Nkwaranga Workers Saccos,05/10/2009,,,,,,,
Arusha,Arusha,Kati,-3.36924,36.69386,Nofia Saccos,15/10/2003,,,,,,,
Arusha,Arumeru,Bangata,-3.36111,36.69212,Nofia Saccos,17/10/2003,,,,,,,
Arusha,Arusha,Kati,-3.37479,36.68847,Nrc Staff Saccos,13/11/2008,,,,,,,
Kilimanjaro,Hai,Machame Magharibi,-3.3534,37.34018,Nronga Bodaboda Saccos,16/09/2012,,,,,,,
Kilimanjaro,Hai,Machame Magharibi,-3.19676,37.21656,Nronga Saccos,06/04/2003,,,,,,,
Kilimanjaro,Hai,Machame Kusini,-3.26723,37.22793,Nshara Saccos,27/04/2010,,,,,,,
Dar es Salaam,Temeke,Chang'ombe,-6.83941,39.25606,Nssf Saccos,23/01/2013,,,,,,,
Iringa,Njombe,Wanging'ombe,-8.8591,33.63688,Nuru Saccos,28/07/2002,,,,,,,
Kigoma,Kigoma Urban,Maweni,-4.90483,29.65595,Nyakitonto Youth Development Saccos,07/04/2013,,,,,,,
Singida,Iramba,Kinyangili,-4.45045,34.6243,Nyota Njema Saccos,10/02/1995,,,,,,,
Kagera,Muleba,Nshamba,-1.79862,31.5468,Obumwe T Saccos Ltd,21/05/2012,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.88403,39.17044,Oiko Sacco,26/02/2002,,,,,,,
Tabora,Tabora Urban,Chemchem,-5.01964,32.80477,Old Is Gold,14/07/2002,,,,,,,
Kilimanjaro,Moshi Rural,Old Moshi East,-3.35457,37.33675,Old Moshi East Teachers Saccos,03/11/2011,,,,,,,
Dodoma,Kondoa,Kondoa Mjini,-4.90236,35.77496,Omuado Saccos,24/09/2003,,,,,,,
Arusha,Arusha,Kimandolu,-3.36735,36.71271,One Familly Saccos,15/11/2012,Yes,,Yes,,,,
Arusha,Arusha,Elerai,-3.36309,36.67246,One Family Saccos,06/03/2013,,,,,,,
Tabora,Sikonge,Sikonge,-5.62273,32.75035,Orphan Support,19/09/2007,,,,,,,
Tabora,Tabora Urban,Cheyo,-5.02266,32.80912,Orphans,05/11/2011,Yes,Yes,Yes,,Yes,,
Tabora,Tabora Urban,Kanyenye,-5.03369,32.81968,Orphans Sacco,18/11/2007,Yes,,Yes,,,,
Dar es Salaam,Temeke,Charambe,-6.9237,39.26867,Orwindo Saccos Ltd,20/06/2006,,,,,,,
Arusha,Monduli,Longido,-2.74007,36.701,Osotwa Saccos,10/02/2007,,,,,,,
Arusha,Monduli,Namanga,-2.55086,36.78814,Ossotwa Namanga,10/09/2012,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.78385,39.26463,Out Saccos,20/02/2001,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02087,32.80567,Paaris Sacco,16/09/2010,,,,,,,
Dodoma,Kondoa,Pahi,-4.71585,35.91597,Pahi Ward Saccos Ltd,30/12/2003,,,,,,,
