region,district,ward,latitude,longitude,agent_name,standalone_agent,other_activities,trading_hours,provider_selcom,selcom_deposits_per_week,selcom_withdrawls_per_week,selcom_num_tills,selcom_training,selcom_training_type,selcom_tariff_guide,selcom_guidance_service_use,provider_maxmalipo,maxmalipo_deposits_per_week,maxmalipo_withdrawls_per_week,maxmalipo_num_tills,maxmalipo_training,maxmalipo_training_type,maxmalipo_tariff_guide,maxmalipo_guidance_service_use,provider_buttonpay,buttonpay_deposits_per_week,buttonpay_withdrawls_per_week,buttonpay_num_tills,buttonpay_training,buttonpay_training_type,buttonpay_tariff_guide,buttonpay_guidance_service_use,bank_local_services,ShoppingCentres_local_services,GeneralDealer_local_services,Caf__local_services,Salon_local_services,Pharmacy_local_services,Bar_local_services,Trader_local_services,ElectronicShop_local_services,BureaudeExchange_local_services,Hotel_local_services,CellularShop_local_services,GroceryStore_local_services,Restaurant_local_services,Other_local_services,Other_local_services_detail,services_utility_payments,services_tax_payments,services_MMT_transfer,services_airtime_purchase,Other than those listed above are there any other services provided?,Please indicate,branding_but__service,Please select,branding_but_no_service_MaxMalipo,branding_but_no_service_Selcom,branding_but_no_service_ButtonPay,branding_but_no_service_other,branding_but_no_service_other_detail
Dar es Salaam,Kinondoni,Kijitonyama,-6.77403,39.23362,Gg Supermarket,Conduct other business,Grocery Store,24 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.92466,39.24904,Mkweto,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,No,,No,No,,,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Hardware Shop,Yes,,,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Sabasaba,-6.82507,37.65573,Mkwinda Mpesa Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Arusha,Arumeru,Kiranyi,-3.35481,36.67466,Glory Min Supermarket,Conduct other business,Grocery Store,12 hours,,,,,,,,,,,,,,,,,Yes,8,0,0,Yes,Training from other rep,No,Yes,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.77734,39.12995,Mkwizu Ziraw,Stand Alone Agent,,12 hours,,,,,,,,,Yes,5,5,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Arusha,Arusha,Oloirien,-3.35364,36.64995,Grace Land Drinks,Conduct other business,Grocery store,12 hours,,,,,,,,,,,,,,,,,Yes,5,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,Yes,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Bunju,-6.62287,39.1396,Hisaji Supermarket,Conduct other business,Grocery Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kivukoni,-6.81558,39.28756,Imalaseko Supermarket,Conduct other business,Grocery Store,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.9214,39.27098,Isaac Amos Mgoma,Conduct other business,Grocery store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Photo Studio,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.82606,39.20767,Jaclin Ngoma,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.79962,39.16748,Mmg Company,Stand Alone Agent,,12 hours,,,,,,,,,Yes,54,54,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Vingunguti,-6.84345,39.22033,James,Conduct other business,Grocery store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.83738,39.19583,Mmg Complex,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.87087,39.22961,Mmk Communication,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.88149,39.17847,Jen Katembo,Conduct other business,Grocery store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.76816,39.23339,Jmin Supermarket,Conduct other business,Grocery Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.83031,39.22415,Jovin Fokas,Conduct other business,Grocery store,12 hours,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,
Mara,Bunda,Bunda,-2.02404,33.87186,Mnazi Mmoja Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,1,1,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Ukonga,-6.89245,39.16649,Juliana,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Kilimanjaro,Mwanga,Lembeni,-3.74059,37.59186,Mndeme Shop,Stand Alone Agent,,10 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,Yes,,,Yes,Yes,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kinondoni,-6.79277,39.26008,Kisale Shop,Conduct other business,Grocery store,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.70837,39.2266,Lectature Super Market,Conduct other business,Grocery Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Boutique,Yes,Yes,,Yes,,,,,,,,,
Tabora,Tabora Urban,Chemchem,-5.0245,32.79568,Levina Shop,Conduct other business,Grocery store,12 hours,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Pwani,Bagamoyo,Kiromo,-6.5818,39.03203,Mnyakongo Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kunduchi,-6.66742,39.18889,Mnyalu Shop,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Kihonda,-6.78405,37.66011,Lidya Supermarket,Conduct other business,Grocery Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,Yes,,,,,Yes,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Kigamboni,-6.85736,39.32535,Mobitech Shop,Stand Alone Agent,,12 hours,Yes,0,90,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Motorcycle Stand,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Sekei,-3.36858,36.69429,Life Support,Conduct other business,Grocery Store,12 hours,Yes,13,10,1,Yes,Formal classroom training,Yes,Yes,Yes,13,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,
Mwanza,Nyamagana,Pamba,-2.52225,32.90479,Light Min Market,Conduct other business,Grocery store,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kariakoo,-6.82253,39.27724,Moden Phone,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,
Singida,Singida Urban,Ipembe,-4.81809,34.75317,Moden Top,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,No,Yes,Yes,,Yes,,Yes,Yes,,,,,,,,,Yes,Vision Fund MFI,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kipawa,-6.85052,39.20442,Modest Rashid,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,Yes,Sales blocks,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Kati,-3.36866,36.68325,Livingstone Supermarkert,Conduct other business,Grocery Store,12 hours,,,,,,,,,Yes,13,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,,,,Yes,,Yes,,,,,,,,,,
Tabora,Tabora Urban,Tambukareli,-5.00616,32.81018,Mabere Grocery,Conduct other business,Grocery store,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.82995,39.22593,Magret Supermarket,Conduct other business,Grocery Store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02774,32.80729,Makungunyungu,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Morogoro,Kilombero,Kibaoni,-8.10107,36.68325,Malale Supermarket,Conduct other business,Grocery Store,24 hours,,,,,,,,,Yes,0,4,0,Yes,Training from other rep,No,No,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.89993,39.26911,Mohamed Bakari,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,Yes,School,Yes,,,Yes,,,,,,,,,
Kigoma,Kigoma Urban,Kigoma town,-4.88353,29.63283,Mohamed Chanila,Stand Alone Agent,,10 hours,,,,,,,,,,,,,,,,,Yes,55,0,0,Yes,Training from other rep,No,No,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.02849,32.80734,Malanja Pub,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,No,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dodoma,Dodoma Urban,Viwandani,-6.17771,35.7471,Mama King Min Super Market,Conduct other business,Grocery store,12 hours,,,,,,,,,,,,,,,,,Yes,10,0,1,Yes,Training from other rep,No,Yes,,Yes,Yes,,,,,,,,,,,Yes,Yes,Petrol Station,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91467,39.26031,Pasaka Communication Centre,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,,Yes,,,Yes,,No,No,No,Yes,Ezy pesa
Dar es Salaam,Temeke,Mbagala,-6.91537,39.24812,Mohamed Igobeko,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.92243,39.27118,Mbagala Min Supermarket,Conduct other business,Grocery store,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Church,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kitunda,-6.94016,39.17912,Mohamed Jumbe,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Arusha,Arusha,Elerai,-3.37292,36.66511,Mohamed Lagoona,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,Yes,Yes,,,,Yes,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kisutu,-6.81707,39.28862,Mohamed Masoud,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.82444,39.2351,Mbega Hamisi,Conduct other business,Grocery store,12 hours,Yes,25,30,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Vingunguti,-6.84582,39.23084,Mohamed Mpambige,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.79033,39.19488,Mohamed Msangi,Stand Alone Agent,,12 hours,,,,,,,,,Yes,10,15,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mtoni,-6.88619,39.28236,Midway Supermarket,Conduct other business,Grocery store,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,School,Yes,,,Yes,,,,,,,,,
Mtwara,Mtwara Urban,Vigaeni,-10.2812,40.18848,Mpemba Shop,Conduct other business,Grocery store,12 hours,,,,,,,,,,,,,,,,,Yes,40,25,1,Yes,Training from other rep,Yes,No,,Yes,,,,,,,Yes,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kijitonyama,-6.77637,39.23992,Mohamed Nyengi,Stand Alone Agent,,12 hours,,,,,,,,,Yes,11,5,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Msasani,-6.76418,39.26898,Msasani Mini Supermarket,Conduct other business,Grocery Store,12 hours,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.79987,39.16733,Mohamed Saidi,Stand Alone Agent,,12 hours,,,,,,,,,Yes,20,20,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Bunju,-6.62892,39.14757,Mohamed Salum,Stand Alone Agent,,10 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Mwanza,Nyamagana,Mkuyuni,-2.55877,32.91303,Mwajuma Saidi,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kunduchi,-6.66194,39.18215,Mx Michael Mongi,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Chanika,-6.96283,39.09876,Neema John,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91933,39.26877,Mohamed Swalehe,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.72359,39.22996,Neema Shop,Conduct other business,Grocery store,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Segerea,-6.83762,39.20721,MohamedaHaji Hamis,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kibamba,-6.78801,39.07811,Mohamedi Ally,Stand Alone Agent,,12 hours,Yes,40,40,1,No,,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80825,39.25985,Mohamedi Cafe,Stand Alone Agent,,12 hours,Yes,50,50,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Magomeni,-6.80816,39.24592,Mohamedi Juma,Stand Alone Agent,,12 hours,Yes,15,15,1,No,,No,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kimara,-6.79979,39.16759,Mohamedi Msumary,Stand Alone Agent,,12 hours,,,,,,,,,Yes,20,20,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Temeke,Yombo Vituka,-6.86995,39.25474,Mohammed,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Ilala,Buguruni,-6.84191,39.23574,Mohammed Athuman,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.70347,39.20211,Ni Ya Neema Min Super Market,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.82868,39.23151,Mohammed Msisi,Stand Alone Agent,,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.8431,39.1713,Mohammed Othman,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Formal classroom training,No,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,Yes,,Yes,,,,,,,,,
Mbeya,Mbeya Urban,Ruanda,-8.91208,33.4703,OmariShop,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,34,17,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Tabata,-6.84483,39.1867,Pamela,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,Yes,,,,,,,Yes,,Yes,Social Hall,Yes,Yes,,Yes,,,,,,,,,
Kilimanjaro,Moshi Rural,Marangu Mashariki,-3.2833,37.52363,Mola Shop,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Arusha,Arusha,Sekei,-3.3616,36.7095,Molell Shop,Stand Alone Agent,,12 hours,Yes,20,0,0,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Duka,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Kariakoo,-6.81571,39.27649,Raazi Al Akbalal,Conduct other business,Grocery store,12 hours,Yes,0,0,1,Yes,Formal classroom training,No,No,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Ilala,Gerezani,-6.82882,39.2798,Rashidi Mwinyijuma,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,No,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Temeke,Mbagala,-6.91105,39.26265,Mommy Video Library,Stand Alone Agent,,12 hours,,,,,,,,,,,,,,,,,Yes,0,0,0,Yes,Training from other rep,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.77656,39.21964,Monalisa Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Sinza,-6.77952,39.22183,Rehema Shop,Conduct other business,Grocery store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.76219,39.20127,Rwehangila Shop,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,Yes,Yes,,Yes,,,,,,,,,
Morogoro,Morogoro Urban,Sabasaba,-6.83047,37.65595,Sebastian Kilongo,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,0,1,0,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,Yes,,Yes,,,,,,,,Yes,Duka,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kawe,-6.76442,39.22518,Shahidi Juma,Conduct other business,Grocery store,12 hours,Yes,5,10,1,No,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Kigogo,-6.82104,39.23858,Shirima Donati,Conduct other business,Grocery store,12 hours,,,,,,,,,Yes,10,20,1,Yes,Training from other rep,No,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,Yes,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.66176,39.18253,Monicka Jushua,Stand Alone Agent,,12 hours,,,,,,,,,Yes,30,30,1,No,,No,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.81038,39.22736,Monika,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mabibo,-6.8069,39.21988,Monlight Shop,Stand Alone Agent,,12 hours,Yes,0,0,0,Yes,Formal classroom training,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Tabora,Tabora Urban,Kanyenye,-5.01628,32.80567,Monsons,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Goba,-6.65869,39.18422,Sophia Chamdimu,Conduct other business,Grocery store,12 hours,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,Yes,,Yes,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mbezi,-6.714,39.2111,Ss Saad,Conduct other business,Grocery Store,12 hours,Yes,0,0,1,Yes,Training from other rep,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,ATM,Yes,Yes,,Yes,,,,,,,,,
Dar es Salaam,Kinondoni,Mwananyamala,-6.7941,39.25575,Moon Light Shop,Stand Alone Agent,,12 hours,,,,,,,,,Yes,0,0,1,Yes,Training from other rep,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,
